Word,Clickbait,Non-clickbait,Clickbait probability,Non-Clickbait probability,Clickbait normal probability,Non-clickbait normal probability
"satellite",0,7,0.000,1.000,0.062,0.938
"seven",0,4,0.000,1.000,0.100,0.900
"helicopter",0,7,0.000,1.000,0.062,0.938
"crash",0,27,0.000,1.000,0.018,0.982
"gabon",0,2,0.000,1.000,0.167,0.833
"wikinews",0,16,0.000,1.000,0.029,0.971
"interviews",0,14,0.000,1.000,0.033,0.967
"0",0,2,0.000,1.000,0.167,0.833
"a.d.",0,1,0.000,1.000,0.250,0.750
"gates",0,3,0.000,1.000,0.125,0.875
"korea",0,16,0.000,1.000,0.029,0.971
"industrial",0,2,0.000,1.000,0.167,0.833
"slump",0,3,0.000,1.000,0.125,0.875
"prompts",0,2,0.000,1.000,0.167,0.833
"plant",0,7,0.000,1.000,0.062,0.938
"closings",0,1,0.000,1.000,0.250,0.750
"layoffs",0,4,0.000,1.000,0.100,0.900
"across",0,8,0.000,1.000,0.056,0.944
"asia",0,4,0.000,1.000,0.100,0.900
"nuclear",0,10,0.000,1.000,0.045,0.955
"leaks",0,2,0.000,1.000,0.167,0.833
"japan",0,4,0.000,1.000,0.100,0.900
"quake",0,3,0.000,1.000,0.125,0.875
"worse",0,1,0.000,1.000,0.250,0.750
"reported",0,9,0.000,1.000,0.050,0.950
"uefa",0,7,0.000,1.000,0.062,0.938
"champions",0,6,0.000,1.000,0.071,0.929
"league:",0,2,0.000,1.000,0.167,0.833
"april",0,4,0.000,1.000,0.100,0.900
"medtronic",0,3,0.000,1.000,0.125,0.875
"$788",0,1,0.000,1.000,0.250,0.750
"000",0,21,0.000,1.000,0.023,0.977
"accused",0,10,0.000,1.000,0.045,0.955
"faking",0,3,0.000,1.000,0.125,0.875
"study",0,11,0.000,1.000,0.042,0.958
"ivory",0,1,0.000,1.000,0.250,0.750
"beats",0,7,0.000,1.000,0.062,0.938
"serbia",0,3,0.000,1.000,0.125,0.875
"montenegro",0,1,0.000,1.000,0.250,0.750
"3-2",0,2,0.000,1.000,0.167,0.833
"c",0,1,0.000,1.000,0.250,0.750
"political",0,10,0.000,1.000,0.045,0.955
"shifts",0,5,0.000,1.000,0.083,0.917
"lag",0,1,0.000,1.000,0.250,0.750
"taliban",0,12,0.000,1.000,0.038,0.962
"militant",0,2,0.000,1.000,0.167,0.833
"thirteen",0,2,0.000,1.000,0.167,0.833
"northwest",0,4,0.000,1.000,0.100,0.900
"park",0,6,0.000,1.000,0.071,0.929
"donation",0,1,0.000,1.000,0.250,0.750
"flight",0,14,0.000,1.000,0.033,0.967
"93",0,2,0.000,1.000,0.167,0.833
"memorial",0,1,0.000,1.000,0.250,0.750
"seventh-inning",0,1,0.000,1.000,0.250,0.750
"stretch",0,1,0.000,1.000,0.250,0.750
"mudslides",0,1,0.000,1.000,0.250,0.750
"peru",0,2,0.000,1.000,0.167,0.833
"iran",0,18,0.000,1.000,0.026,0.974
"tests",0,5,0.000,1.000,0.083,0.917
"toward",0,1,0.000,1.000,0.250,0.750
"senator",0,7,0.000,1.000,0.062,0.938
"helms",0,1,0.000,1.000,0.250,0.750
"86",0,1,0.000,1.000,0.250,0.750
"kimi",0,3,0.000,1.000,0.125,0.875
"räikkönen",0,3,0.000,1.000,0.125,0.875
"wins",0,49,0.000,1.000,0.010,0.990
"belgian",0,4,0.000,1.000,0.100,0.900
"grand",0,18,0.000,1.000,0.026,0.974
"prix",0,14,0.000,1.000,0.033,0.967
"microsoft",0,7,0.000,1.000,0.062,0.938
"weighing",0,2,0.000,1.000,0.167,0.833
"pact",0,2,0.000,1.000,0.167,0.833
"suspect",0,7,0.000,1.000,0.062,0.938
"jasmine",0,1,0.000,1.000,0.250,0.750
"fiore's",0,1,0.000,1.000,0.250,0.750
"irish",0,9,0.000,1.000,0.050,0.950
"narrowly",0,1,0.000,1.000,0.250,0.750
"italy",0,7,0.000,1.000,0.062,0.938
"rbs",0,2,0.000,1.000,0.167,0.833
"gaza",0,11,0.000,1.000,0.042,0.958
"ethics",0,1,0.000,1.000,0.250,0.750
"warfare",0,1,0.000,1.000,0.250,0.750
"australian",0,30,0.000,1.000,0.016,0.984
"newspapers",0,3,0.000,1.000,0.125,0.875
"fined",0,2,0.000,1.000,0.167,0.833
"breaches",0,2,0.000,1.000,0.167,0.833
"standards",0,3,0.000,1.000,0.125,0.875
"bull",0,2,0.000,1.000,0.167,0.833
"moose",0,1,0.000,1.000,0.250,0.750
"alaska",0,1,0.000,1.000,0.250,0.750
"town",0,3,0.000,1.000,0.125,0.875
"reborn",0,1,0.000,1.000,0.250,0.750
"threat",0,8,0.000,1.000,0.056,0.944
"islamist",0,5,0.000,1.000,0.083,0.917
"militia",0,1,0.000,1.000,0.250,0.750
"driven",0,1,0.000,1.000,0.250,0.750
"mogadishu",0,1,0.000,1.000,0.250,0.750
"vow",0,2,0.000,1.000,0.167,0.833
"fighting",0,2,0.000,1.000,0.167,0.833
"ichiro",0,1,0.000,1.000,0.250,0.750
"suzuki",0,1,0.000,1.000,0.250,0.750
"delivers",0,1,0.000,1.000,0.250,0.750
"memorable",0,1,0.000,1.000,0.250,0.750
"conclusion",0,1,0.000,1.000,0.250,0.750
"w.b.c.",0,1,0.000,1.000,0.250,0.750
"church",0,10,0.000,1.000,0.045,0.955
"executes",0,3,0.000,1.000,0.125,0.875
"despite",0,9,0.000,1.000,0.050,0.950
"execution",0,2,0.000,1.000,0.167,0.833
"general",0,6,0.000,1.000,0.071,0.929
"dealers",0,1,0.000,1.000,0.250,0.750
"afghanistan",0,14,0.000,1.000,0.033,0.967
"r.",0,2,0.000,1.000,0.167,0.833
"venkataraman",0,1,0.000,1.000,0.250,0.750
"98",0,2,0.000,1.000,0.167,0.833
"bomber",0,3,0.000,1.000,0.125,0.875
"imprisoned",0,2,0.000,1.000,0.167,0.833
"queensland",0,4,0.000,1.000,0.100,0.900
"w-league",0,1,0.000,1.000,0.250,0.750
"lighting",0,1,0.000,1.000,0.250,0.750
"cut",0,9,0.000,1.000,0.050,0.950
"inuk",0,1,0.000,1.000,0.250,0.750
"adrift",0,2,0.000,1.000,0.167,0.833
"arctic",0,3,0.000,1.000,0.125,0.875
"floe",0,1,0.000,1.000,0.250,0.750
"remains",0,3,0.000,1.000,0.125,0.875
"mass",0,5,0.000,1.000,0.083,0.917
"confirm",0,3,0.000,1.000,0.125,0.875
"argentina",0,7,0.000,1.000,0.062,0.938
"death",0,23,0.000,1.000,0.021,0.979
"football:",0,7,0.000,1.000,0.062,0.938
"2010",0,7,0.000,1.000,0.062,0.938
"gippsland",0,2,0.000,1.000,0.167,0.833
"shape",0,6,0.000,1.000,0.071,0.929
"weeks",0,5,0.000,1.000,0.083,0.917
"local",0,1,0.000,1.000,0.250,0.750
"agencies",0,1,0.000,1.000,0.250,0.750
"minneapolis",0,4,0.000,1.000,0.100,0.900
"hire",0,1,0.000,1.000,0.250,0.750
"attendants",0,1,0.000,1.000,0.250,0.750
"banks",0,7,0.000,1.000,0.062,0.938
"stress",0,1,0.000,1.000,0.250,0.750
"recession",0,5,0.000,1.000,0.083,0.917
"wears",0,1,0.000,1.000,0.250,0.750
"officer",0,7,0.000,1.000,0.062,0.938
"killed",0,57,0.000,1.000,0.009,0.991
"south",0,26,0.000,1.000,0.019,0.981
"thailand",0,2,0.000,1.000,0.167,0.833
"blasts",0,5,0.000,1.000,0.083,0.917
"senior",0,3,0.000,1.000,0.125,0.875
"afghan",0,16,0.000,1.000,0.029,0.971
"taibu",0,1,0.000,1.000,0.250,0.750
"quits",0,1,0.000,1.000,0.250,0.750
"zimbabwe",0,11,0.000,1.000,0.042,0.958
"cricket",0,3,0.000,1.000,0.125,0.875
"further",0,2,0.000,1.000,0.167,0.833
"threats",0,3,0.000,1.000,0.125,0.875
"loan",0,2,0.000,1.000,0.167,0.833
"bank",0,18,0.000,1.000,0.026,0.974
"brotherhood",0,1,0.000,1.000,0.250,0.750
"cuba",0,3,0.000,1.000,0.125,0.875
"open-source",0,1,0.000,1.000,0.250,0.750
"software",0,6,0.000,1.000,0.071,0.929
"dwarf",0,1,0.000,1.000,0.250,0.750
"glued",0,1,0.000,1.000,0.250,0.750
"vacuum",0,1,0.000,1.000,0.250,0.750
"cleaner",0,1,0.000,1.000,0.250,0.750
"bath",0,3,0.000,1.000,0.125,0.875
"botswana",0,1,0.000,1.000,0.250,0.750
"holds",0,1,0.000,1.000,0.250,0.750
"parliamentary",0,2,0.000,1.000,0.167,0.833
"elections",0,10,0.000,1.000,0.045,0.955
"continues",0,5,0.000,1.000,0.083,0.917
"nine",0,9,0.000,1.000,0.050,0.950
"midair",0,2,0.000,1.000,0.167,0.833
"collision",0,6,0.000,1.000,0.071,0.929
"california",0,22,0.000,1.000,0.022,0.978
"tensions",0,3,0.000,1.000,0.125,0.875
"turkish",0,5,0.000,1.000,0.083,0.917
"plot",0,4,0.000,1.000,0.100,0.900
"fights",0,3,0.000,1.000,0.125,0.875
"concerns",0,2,0.000,1.000,0.167,0.833
"swine",0,5,0.000,1.000,0.083,0.917
"flu",0,13,0.000,1.000,0.036,0.964
"details",0,4,0.000,1.000,0.100,0.900
"emerge",0,1,0.000,1.000,0.250,0.750
"al-zarqawi's",0,1,0.000,1.000,0.250,0.750
"location",0,1,0.000,1.000,0.250,0.750
"pinned",0,1,0.000,1.000,0.250,0.750
"dvd",0,2,0.000,1.000,0.167,0.833
"format",0,1,0.000,1.000,0.250,0.750
"nearing",0,2,0.000,1.000,0.167,0.833
"deadline",0,3,0.000,1.000,0.125,0.875
"editors",0,1,0.000,1.000,0.250,0.750
"no.",0,4,0.000,1.000,0.100,0.900
"associated",0,2,0.000,1.000,0.167,0.833
"reporting",0,1,0.000,1.000,0.250,0.750
"scandal",0,1,0.000,1.000,0.250,0.750
"el",0,2,0.000,1.000,0.167,0.833
"salvador",0,2,0.000,1.000,0.167,0.833
"invoke",0,1,0.000,1.000,0.250,0.750
"rivalries",0,1,0.000,1.000,0.250,0.750
"lysacek",0,1,0.000,1.000,0.250,0.750
"hero's",0,1,0.000,1.000,0.250,0.750
"hometown",0,1,0.000,1.000,0.250,0.750
"protest",0,15,0.000,1.000,0.031,0.969
"americas",0,2,0.000,1.000,0.167,0.833
"macedonia",0,1,0.000,1.000,0.250,0.750
"compromise",0,3,0.000,1.000,0.125,0.875
"greece",0,3,0.000,1.000,0.125,0.875
"alcatel",0,1,0.000,1.000,0.250,0.750
"chief",0,8,0.000,1.000,0.056,0.944
"rosy",0,1,0.000,1.000,0.250,0.750
"un",0,14,0.000,1.000,0.033,0.967
"official:",0,1,0.000,1.000,0.250,0.750
"dr",0,2,0.000,1.000,0.167,0.833
"congo",0,6,0.000,1.000,0.071,0.929
"‘rape",0,1,0.000,1.000,0.250,0.750
"world’",0,1,0.000,1.000,0.250,0.750
"strikes",0,4,0.000,1.000,0.100,0.900
"medicare",0,2,0.000,1.000,0.167,0.833
"quebec",0,1,0.000,1.000,0.250,0.750
"shadows",0,1,0.000,1.000,0.250,0.750
"cling",0,2,0.000,1.000,0.167,0.833
"politician",0,3,0.000,1.000,0.125,0.875
"cafe",0,1,0.000,1.000,0.250,0.750
"shifting",0,1,0.000,1.000,0.250,0.750
"archbishop",0,2,0.000,1.000,0.167,0.833
"abandons",0,1,0.000,1.000,0.250,0.750
"pittsburgh",0,2,0.000,1.000,0.167,0.833
"dominates",0,1,0.000,1.000,0.250,0.750
"diego",0,1,0.000,1.000,0.250,0.750
"reach",0,5,0.000,1.000,0.083,0.917
"a.f.c.",0,2,0.000,1.000,0.167,0.833
"speaks",0,4,0.000,1.000,0.100,0.900
"n.a.a.c.p.",0,1,0.000,1.000,0.250,0.750
"celebration",0,1,0.000,1.000,0.250,0.750
"path",0,2,0.000,1.000,0.167,0.833
"bid",0,10,0.000,1.000,0.045,0.955
"organize",0,1,0.000,1.000,0.250,0.750
"setback",0,1,0.000,1.000,0.250,0.750
"congress",0,5,0.000,1.000,0.083,0.917
"sox",0,2,0.000,1.000,0.167,0.833
"varitek",0,1,0.000,1.000,0.250,0.750
"agree",0,6,0.000,1.000,0.071,0.929
"1-year",0,1,0.000,1.000,0.250,0.750
"cup:",0,3,0.000,1.000,0.125,0.875
"terrorist",0,4,0.000,1.000,0.100,0.900
"beating",0,2,0.000,1.000,0.167,0.833
"harlem",0,1,0.000,1.000,0.250,0.750
"os",0,1,0.000,1.000,0.250,0.750
"x",0,2,0.000,1.000,0.167,0.833
"icloud",0,1,0.000,1.000,0.250,0.750
"louisville",0,2,0.000,1.000,0.167,0.833
"withstands",0,1,0.000,1.000,0.250,0.750
"villanova",0,2,0.000,1.000,0.167,0.833
"allow",0,2,0.000,1.000,0.167,0.833
"switch",0,3,0.000,1.000,0.125,0.875
"teams",0,3,0.000,1.000,0.125,0.875
"ruling",0,6,0.000,1.000,0.071,0.929
"upholds",0,2,0.000,1.000,0.167,0.833
"expulsion",0,1,0.000,1.000,0.250,0.750
"convicted",0,3,0.000,1.000,0.125,0.875
"assault",0,2,0.000,1.000,0.167,0.833
"mathematics",0,1,0.000,1.000,0.250,0.750
"threatened",0,2,0.000,1.000,0.167,0.833
"authorities",0,4,0.000,1.000,0.100,0.900
"myanmar",0,5,0.000,1.000,0.083,0.917
"pro-democracy",0,1,0.000,1.000,0.250,0.750
"cheney",0,3,0.000,1.000,0.125,0.875
"victim",0,2,0.000,1.000,0.167,0.833
"apologizes",0,3,0.000,1.000,0.125,0.875
"develops",0,2,0.000,1.000,0.167,0.833
"anti-virus",0,1,0.000,1.000,0.250,0.750
"suffers",0,2,0.000,1.000,0.167,0.833
"cardiology",0,1,0.000,1.000,0.250,0.750
"summit",0,5,0.000,1.000,0.083,0.917
"publish",0,1,0.000,1.000,0.250,0.750
"memoir",0,1,0.000,1.000,0.250,0.750
"cable",0,4,0.000,1.000,0.100,0.900
"regret",0,1,0.000,1.000,0.250,0.750
"increase",0,6,0.000,1.000,0.071,0.929
"factory",0,3,0.000,1.000,0.125,0.875
"orders",0,3,0.000,1.000,0.125,0.875
"moldovan",0,2,0.000,1.000,0.167,0.833
"nato",0,1,0.000,1.000,0.250,0.750
"half",0,4,0.000,1.000,0.100,0.900
"million",0,16,0.000,1.000,0.029,0.971
"moldovans",0,1,0.000,1.000,0.250,0.750
"held",0,10,0.000,1.000,0.045,0.955
"hostage",0,3,0.000,1.000,0.125,0.875
"separatist",0,1,0.000,1.000,0.250,0.750
"transnistria",0,1,0.000,1.000,0.250,0.750
"mongolia's",0,2,0.000,1.000,0.167,0.833
"ex-communists",0,1,0.000,1.000,0.250,0.750
"ahead",0,6,0.000,1.000,0.071,0.929
"sunday's",0,1,0.000,1.000,0.250,0.750
"hurricane",0,6,0.000,1.000,0.071,0.929
"katrina",0,4,0.000,1.000,0.100,0.900
"aggravated",0,1,0.000,1.000,0.250,0.750
"700",0,2,0.000,1.000,0.167,0.833
"troops",0,12,0.000,1.000,0.038,0.962
"salmonella",0,2,0.000,1.000,0.167,0.833
"pistachios",0,1,0.000,1.000,0.250,0.750
"spurs",0,1,0.000,1.000,0.250,0.750
"recall",0,4,0.000,1.000,0.100,0.900
"nokia",0,3,0.000,1.000,0.125,0.875
"launches",0,16,0.000,1.000,0.029,0.971
"euro",0,6,0.000,1.000,0.071,0.929
"2008:",0,1,0.000,1.000,0.250,0.750
"błaszczykowski",0,1,0.000,1.000,0.250,0.750
"injury",0,2,0.000,1.000,0.167,0.833
"damages",0,3,0.000,1.000,0.125,0.875
"poland's",0,1,0.000,1.000,0.250,0.750
"hopes",0,2,0.000,1.000,0.167,0.833
"forum",0,1,0.000,1.000,0.250,0.750
"mormon",0,1,0.000,1.000,0.250,0.750
"arizona",0,4,0.000,1.000,0.100,0.900
"hitler",0,1,0.000,1.000,0.250,0.750
"doll",0,1,0.000,1.000,0.250,0.750
"hoaxed",0,1,0.000,1.000,0.250,0.750
"pursues",0,1,0.000,1.000,0.250,0.750
"mayor",0,1,0.000,1.000,0.250,0.750
"japanese",0,8,0.000,1.000,0.056,0.944
"riot",0,1,0.000,1.000,0.250,0.750
"deployed",0,1,0.000,1.000,0.250,0.750
"consulates",0,1,0.000,1.000,0.250,0.750
"mets",0,6,0.000,1.000,0.071,0.929
"optimism",0,2,0.000,1.000,0.167,0.833
"building",0,2,0.000,1.000,0.167,0.833
"barcelona",0,2,0.000,1.000,0.167,0.833
"damaged",0,1,0.000,1.000,0.250,0.750
"explosion",0,15,0.000,1.000,0.031,0.969
"radiation",0,2,0.000,1.000,0.167,0.833
"ex-spy",0,1,0.000,1.000,0.250,0.750
"alexander",0,2,0.000,1.000,0.167,0.833
"litvinenko",0,1,0.000,1.000,0.250,0.750
"caterpillars",0,1,0.000,1.000,0.250,0.750
"temporary",0,1,0.000,1.000,0.250,0.750
"closure",0,2,0.000,1.000,0.167,0.833
"wisconsin",0,4,0.000,1.000,0.100,0.900
"guinea",0,3,0.000,1.000,0.125,0.875
"arrests",0,7,0.000,1.000,0.062,0.938
"connection",0,2,0.000,1.000,0.167,0.833
"attempted",0,2,0.000,1.000,0.167,0.833
"assassination",0,2,0.000,1.000,0.167,0.833
"ioc",0,1,0.000,1.000,0.250,0.750
"lifts",0,1,0.000,1.000,0.250,0.750
"iraqi",0,8,0.000,1.000,0.056,0.944
"participating",0,2,0.000,1.000,0.167,0.833
"beijing",0,4,0.000,1.000,0.100,0.900
"olympics",0,1,0.000,1.000,0.250,0.750
"deadly",0,5,0.000,1.000,0.083,0.917
"dayton",0,1,0.000,1.000,0.250,0.750
"ohio",0,6,0.000,1.000,0.071,0.929
"killings",0,3,0.000,1.000,0.125,0.875
"computer",0,6,0.000,1.000,0.071,0.929
"professionals",0,1,0.000,1.000,0.250,0.750
"10th",0,1,0.000,1.000,0.250,0.750
"a.l.i.c.e.",0,1,0.000,1.000,0.250,0.750
"renewable",0,1,0.000,1.000,0.250,0.750
"launched",0,5,0.000,1.000,0.083,0.917
"newspaper",0,4,0.000,1.000,0.100,0.900
"expected",0,4,0.000,1.000,0.100,0.900
"30%",0,1,0.000,1.000,0.250,0.750
"uk",0,25,0.000,1.000,0.019,0.981
"multiple",0,2,0.000,1.000,0.167,0.833
"antibiotics",0,2,0.000,1.000,0.167,0.833
"fungus-farming",0,1,0.000,1.000,0.250,0.750
"ants",0,2,0.000,1.000,0.167,0.833
"colonies",0,1,0.000,1.000,0.250,0.750
"shuttle",0,5,0.000,1.000,0.083,0.917
"discovery",0,5,0.000,1.000,0.083,0.917
"delayed",0,4,0.000,1.000,0.100,0.900
"largest",0,6,0.000,1.000,0.071,0.929
"prime",0,11,0.000,1.000,0.042,0.958
"numbers",0,3,0.000,1.000,0.125,0.875
"apart",0,2,0.000,1.000,0.167,0.833
"qualifies",0,1,0.000,1.000,0.250,0.750
"$100k",0,1,0.000,1.000,0.250,0.750
"prize",0,2,0.000,1.000,0.167,0.833
"suburb",0,2,0.000,1.000,0.167,0.833
"vibrant",0,1,0.000,1.000,0.250,0.750
"strings",0,2,0.000,1.000,0.167,0.833
"weapons",0,5,0.000,1.000,0.083,0.917
"faslane",0,1,0.000,1.000,0.250,0.750
"leads",0,6,0.000,1.000,0.071,0.929
"47",0,2,0.000,1.000,0.167,0.833
"vice",0,5,0.000,1.000,0.083,0.917
"biden",0,2,0.000,1.000,0.167,0.833
"sanctions",0,2,0.000,1.000,0.167,0.833
"likely",0,3,0.000,1.000,0.125,0.875
"f.b.i.",0,2,0.000,1.000,0.167,0.833
"lab",0,1,0.000,1.000,0.250,0.750
"growing",0,3,0.000,1.000,0.125,0.875
"database",0,1,0.000,1.000,0.250,0.750
"dna",0,5,0.000,1.000,0.083,0.917
"strong",0,7,0.000,1.000,0.062,0.938
"elizabeth",0,1,0.000,1.000,0.250,0.750
"annuls",0,1,0.000,1.000,0.250,0.750
"fred",0,3,0.000,1.000,0.125,0.875
"goodwin",0,2,0.000,1.000,0.167,0.833
"knighthood",0,1,0.000,1.000,0.250,0.750
"anti-tax",0,1,0.000,1.000,0.250,0.750
"parties",0,3,0.000,1.000,0.125,0.875
"usa",0,7,0.000,1.000,0.062,0.938
"e.p.a.",0,2,0.000,1.000,0.167,0.833
"regulate",0,2,0.000,1.000,0.167,0.833
"carbon",0,2,0.000,1.000,0.167,0.833
"dioxide",0,1,0.000,1.000,0.250,0.750
"heat-trapping",0,1,0.000,1.000,0.250,0.750
"gases",0,1,0.000,1.000,0.250,0.750
"g.o.p.",0,3,0.000,1.000,0.125,0.875
"utah",0,8,0.000,1.000,0.056,0.944
"kers",0,1,0.000,1.000,0.250,0.750
"formula",0,6,0.000,1.000,0.071,0.929
"boost",0,1,0.000,1.000,0.250,0.750
"backfire?",0,1,0.000,1.000,0.250,0.750
"chinese",0,10,0.000,1.000,0.045,0.955
"exports",0,1,0.000,1.000,0.250,0.750
"22.6%",0,1,0.000,1.000,0.250,0.750
"officials",0,10,0.000,1.000,0.045,0.955
"migrant",0,1,0.000,1.000,0.250,0.750
"calais",0,1,0.000,1.000,0.250,0.750
"directv",0,1,0.000,1.000,0.250,0.750
"tunes",0,1,0.000,1.000,0.250,0.750
"trio",0,1,0.000,1.000,0.250,0.750
"network",0,5,0.000,1.000,0.083,0.917
"limbo",0,1,0.000,1.000,0.250,0.750
"somali",0,4,0.000,1.000,0.100,0.900
"stations",0,1,0.000,1.000,0.250,0.750
"militants",0,5,0.000,1.000,0.083,0.917
"presidential",0,14,0.000,1.000,0.033,0.967
"gene",0,2,0.000,1.000,0.167,0.833
"amondson",0,1,0.000,1.000,0.250,0.750
"stroke",0,2,0.000,1.000,0.167,0.833
"tour",0,11,0.000,1.000,0.042,0.958
"taispo",0,1,0.000,1.000,0.250,0.750
"cycle:",0,1,0.000,1.000,0.250,0.750
"3-in-1",0,1,0.000,1.000,0.250,0.750
"flooding",0,4,0.000,1.000,0.100,0.900
"91",0,2,0.000,1.000,0.167,0.833
"sandy",0,1,0.000,1.000,0.250,0.750
"strip",0,5,0.000,1.000,0.083,0.917
"tales",0,1,0.000,1.000,0.250,0.750
"traps",0,2,0.000,1.000,0.167,0.833
"forgoing",0,1,0.000,1.000,0.250,0.750
"misadventures",0,1,0.000,1.000,0.250,0.750
"quietly",0,2,0.000,1.000,0.167,0.833
"warns",0,8,0.000,1.000,0.056,0.944
"israeli",0,10,0.000,1.000,0.045,0.955
"invasion",0,1,0.000,1.000,0.250,0.750
"uninvited",0,1,0.000,1.000,0.250,0.750
"passes",0,9,0.000,1.000,0.050,0.950
"checkpoint",0,1,0.000,1.000,0.250,0.750
"crashes",0,13,0.000,1.000,0.036,0.964
"mccain's",0,1,0.000,1.000,0.250,0.750
"palin",0,2,0.000,1.000,0.167,0.833
"aides",0,1,0.000,1.000,0.250,0.750
"insist",0,1,0.000,1.000,0.250,0.750
"thorough",0,1,0.000,1.000,0.250,0.750
"vetting",0,2,0.000,1.000,0.167,0.833
"process",0,2,0.000,1.000,0.167,0.833
"lange",0,1,0.000,1.000,0.250,0.750
"zealand",0,16,0.000,1.000,0.029,0.971
"minister",0,14,0.000,1.000,0.033,0.967
"63",0,1,0.000,1.000,0.250,0.750
"alesis",0,1,0.000,1.000,0.250,0.750
"tapelink",0,1,0.000,1.000,0.250,0.750
"cassette",0,1,0.000,1.000,0.250,0.750
"cd",0,1,0.000,1.000,0.250,0.750
"citigroup",0,4,0.000,1.000,0.100,0.900
"shakes",0,4,0.000,1.000,0.100,0.900
"management",0,1,0.000,1.000,0.250,0.750
"defies",0,1,0.000,1.000,0.250,0.750
"web",0,9,0.000,1.000,0.050,0.950
"censors",0,1,0.000,1.000,0.250,0.750
"rebuke",0,1,0.000,1.000,0.250,0.750
"china",0,23,0.000,1.000,0.021,0.979
"blackberry",0,2,0.000,1.000,0.167,0.833
"maker",0,6,0.000,1.000,0.071,0.929
"forecasts",0,3,0.000,1.000,0.125,0.875
"disappointing",0,1,0.000,1.000,0.250,0.750
"vermont",0,1,0.000,1.000,0.250,0.750
"senate",0,11,0.000,1.000,0.042,0.958
"same-sex",0,5,0.000,1.000,0.083,0.917
"bush",0,16,0.000,1.000,0.029,0.971
"visits",0,5,0.000,1.000,0.083,0.917
"aishwarya",0,1,0.000,1.000,0.250,0.750
"rai",0,1,0.000,1.000,0.250,0.750
"abhishek",0,1,0.000,1.000,0.250,0.750
"bachchan",0,1,0.000,1.000,0.250,0.750
"investigate",0,5,0.000,1.000,0.083,0.917
"abductions",0,1,0.000,1.000,0.250,0.750
"journalists",0,5,0.000,1.000,0.083,0.917
"swedish",0,1,0.000,1.000,0.250,0.750
"foreign",0,4,0.000,1.000,0.100,0.900
"ministers",0,2,0.000,1.000,0.167,0.833
"standpoint",0,1,0.000,1.000,0.250,0.750
"subtle",0,2,0.000,1.000,0.167,0.833
"flexibility",0,1,0.000,1.000,0.250,0.750
"labels",0,1,0.000,1.000,0.250,0.750
"start-ups",0,2,0.000,1.000,0.167,0.833
"thrive",0,1,0.000,1.000,0.250,0.750
"sees",0,7,0.000,1.000,0.062,0.938
"smaller",0,1,0.000,1.000,0.250,0.750
"g.m.",0,11,0.000,1.000,0.042,0.958
"series",0,5,0.000,1.000,0.083,0.917
"rangers",0,4,0.000,1.000,0.100,0.900
"contain",0,1,0.000,1.000,0.250,0.750
"avery",0,1,0.000,1.000,0.250,0.750
"parched",0,1,0.000,1.000,0.250,0.750
"worries",0,1,0.000,1.000,0.250,0.750
"philippine",0,2,0.000,1.000,0.167,0.833
"ferry",0,2,0.000,1.000,0.167,0.833
"anti-war",0,2,0.000,1.000,0.167,0.833
"protests",0,9,0.000,1.000,0.050,0.950
"glasgow",0,1,0.000,1.000,0.250,0.750
"a.m.d.",0,1,0.000,1.000,0.250,0.750
"reports",0,6,0.000,1.000,0.071,0.929
"narrower",0,1,0.000,1.000,0.250,0.750
"chess",0,1,0.000,1.000,0.250,0.750
"champion",0,1,0.000,1.000,0.250,0.750
"fritzed",0,1,0.000,1.000,0.250,0.750
"consider",0,5,0.000,1.000,0.083,0.917
"fta",0,2,0.000,1.000,0.167,0.833
"amendment",0,1,0.000,1.000,0.250,0.750
"scientist",0,3,0.000,1.000,0.125,0.875
"predicted",0,1,0.000,1.000,0.250,0.750
"ignored",0,2,0.000,1.000,0.167,0.833
"plate",0,1,0.000,1.000,0.250,0.750
"speaking",0,1,0.000,1.000,0.250,0.750
"driver",0,1,0.000,1.000,0.250,0.750
"state?",0,1,0.000,1.000,0.250,0.750
"algerian",0,1,0.000,1.000,0.250,0.750
"mecca;",0,1,0.000,1.000,0.250,0.750
"rape",0,4,0.000,1.000,0.100,0.900
"suspected",0,4,0.000,1.000,0.100,0.900
"european",0,15,0.000,1.000,0.031,0.969
"shares",0,3,0.000,1.000,0.125,0.875
"mi5",0,1,0.000,1.000,0.250,0.750
"critical",0,1,0.000,1.000,0.250,0.750
"h5n1",0,1,0.000,1.000,0.250,0.750
"avian",0,1,0.000,1.000,0.250,0.750
"virus",0,5,0.000,1.000,0.083,0.917
"mutated",0,1,0.000,1.000,0.250,0.750
"ireland",0,4,0.000,1.000,0.100,0.900
"loyalist",0,2,0.000,1.000,0.167,0.833
"arms",0,4,0.000,1.000,0.100,0.900
"rain",0,2,0.000,1.000,0.167,0.833
"dustin",0,1,0.000,1.000,0.250,0.750
"pebble",0,1,0.000,1.000,0.250,0.750
"beach",0,1,0.000,1.000,0.250,0.750
"shoe",0,2,0.000,1.000,0.167,0.833
"penn",0,2,0.000,1.000,0.167,0.833
"relays",0,1,0.000,1.000,0.250,0.750
"welfare",0,2,0.000,1.000,0.167,0.833
"prosecutes",0,1,0.000,1.000,0.250,0.750
"threw",0,1,0.000,1.000,0.250,0.750
"bin",0,5,0.000,1.000,0.083,0.917
"melbourne",0,3,0.000,1.000,0.125,0.875
"victory",0,6,0.000,1.000,0.071,0.929
