Word,Clickbait,Non-clickbait,Clickbait probability,Non-Clickbait probability,Clickbait normal probability,Non-clickbait normal probability
"wow!",0,1,0.000,1.000,0.250,0.750
"principality",0,2,0.000,1.000,0.167,0.833
"vikesland",0,2,0.000,1.000,0.167,0.833
"micronation's",0,1,0.000,1.000,0.250,0.750
"recent",0,3,0.000,1.000,0.125,0.875
"barker",0,1,0.000,1.000,0.250,0.750
"gameshow",0,1,0.000,1.000,0.250,0.750
"price",0,8,0.000,1.000,0.056,0.944
"report:",0,4,0.000,1.000,0.100,0.900
"quarterback",0,3,0.000,1.000,0.125,0.875
"vick",0,2,0.000,1.000,0.167,0.833
"plead",0,1,0.000,1.000,0.250,0.750
"regional",0,6,0.000,1.000,0.071,0.929
"petersburg",0,1,0.000,1.000,0.250,0.750
"au$60",0,1,0.000,1.000,0.250,0.750
"greenhouse",0,2,0.000,1.000,0.167,0.833
"bus-truck",0,1,0.000,1.000,0.250,0.750
"rep.",0,2,0.000,1.000,0.167,0.833
"conyers",0,1,0.000,1.000,0.250,0.750
"raises",0,10,0.000,1.000,0.045,0.955
"censure",0,2,0.000,1.000,0.167,0.833
"astronauts",0,2,0.000,1.000,0.167,0.833
"refurbished",0,1,0.000,1.000,0.250,0.750
"hubble",0,3,0.000,1.000,0.125,0.875
"levels",0,6,0.000,1.000,0.071,0.929
"townhouse",0,1,0.000,1.000,0.250,0.750
"esperanto",0,1,0.000,1.000,0.250,0.750
"bangkok",0,2,0.000,1.000,0.167,0.833
"airport",0,15,0.000,1.000,0.031,0.969
"continue",0,9,0.000,1.000,0.050,0.950
"income",0,2,0.000,1.000,0.167,0.833
"u.p.s.",0,1,0.000,1.000,0.250,0.750
"leonore",0,1,0.000,1.000,0.250,0.750
"annenberg",0,1,0.000,1.000,0.250,0.750
"scobee",0,1,0.000,1.000,0.250,0.750
"recounts",0,1,0.000,1.000,0.250,0.750
"scientology",0,14,0.000,1.000,0.033,0.967
"halliburton's",0,1,0.000,1.000,0.250,0.750
"kbr",0,1,0.000,1.000,0.250,0.750
"awarded",0,1,0.000,1.000,0.250,0.750
"gulf",0,4,0.000,1.000,0.100,0.900
"navy",0,5,0.000,1.000,0.083,0.917
"facilities",0,1,0.000,1.000,0.250,0.750
"citing",0,3,0.000,1.000,0.125,0.875
"halting",0,1,0.000,1.000,0.250,0.750
"penalty",0,5,0.000,1.000,0.083,0.917
"republican",0,3,0.000,1.000,0.125,0.875
"bashes",0,1,0.000,1.000,0.250,0.750
"quebec's",0,1,0.000,1.000,0.250,0.750
"liberal",0,3,0.000,1.000,0.125,0.875
"jean",0,1,0.000,1.000,0.250,0.750
"charest",0,1,0.000,1.000,0.250,0.750
"term",0,4,0.000,1.000,0.100,0.900
"qantas",0,2,0.000,1.000,0.167,0.833
"airways",0,7,0.000,1.000,0.062,0.938
"sharply",0,1,0.000,1.000,0.250,0.750
"theatre",0,2,0.000,1.000,0.167,0.833
"producers",0,2,0.000,1.000,0.167,0.833
"complaint",0,2,0.000,1.000,0.167,0.833
"thompson",0,3,0.000,1.000,0.125,0.875
"intervention",0,3,0.000,1.000,0.125,0.875
"specialist",0,1,0.000,1.000,0.250,0.750
"indicted",0,7,0.000,1.000,0.062,0.938
"combative",0,1,0.000,1.000,0.250,0.750
"colorado",0,5,0.000,1.000,0.083,0.917
"ex-professor",0,1,0.000,1.000,0.250,0.750
"seeks",0,15,0.000,1.000,0.031,0.969
"disruptive",0,1,0.000,1.000,0.250,0.750
"capitalist",0,1,0.000,1.000,0.250,0.750
"tyranny",0,1,0.000,1.000,0.250,0.750
"data?",0,1,0.000,1.000,0.250,0.750
"tennessee",0,4,0.000,1.000,0.100,0.900
"vehicle",0,3,0.000,1.000,0.125,0.875
"cia",0,3,0.000,1.000,0.125,0.875
"contractor",0,1,0.000,1.000,0.250,0.750
"74",0,2,0.000,1.000,0.167,0.833
"planet?",0,1,0.000,1.000,0.250,0.750
"china;",0,1,0.000,1.000,0.250,0.750
"pirates",0,10,0.000,1.000,0.045,0.955
"fatigue",0,1,0.000,1.000,0.250,0.750
"recalcitrant",0,1,0.000,1.000,0.250,0.750
"dissident",0,3,0.000,1.000,0.125,0.875
"suddenly",0,1,0.000,1.000,0.250,0.750
"invites",0,3,0.000,1.000,0.125,0.875
"romanian",0,7,0.000,1.000,0.062,0.938
"counterpart",0,1,0.000,1.000,0.250,0.750
"pipeline",0,6,0.000,1.000,0.071,0.929
"fossilized",0,1,0.000,1.000,0.250,0.750
"dinosaur",0,1,0.000,1.000,0.250,0.750
"rediscovered",0,2,0.000,1.000,0.167,0.833
"conservatives",0,2,0.000,1.000,0.167,0.833
"policemen",0,3,0.000,1.000,0.125,0.875
"demonstration",0,2,0.000,1.000,0.167,0.833
"hong",0,4,0.000,1.000,0.100,0.900
"kong",0,4,0.000,1.000,0.100,0.900
"denounces",0,1,0.000,1.000,0.250,0.750
"wto",0,3,0.000,1.000,0.125,0.875
"arrival",0,3,0.000,1.000,0.125,0.875
"rainy",0,1,0.000,1.000,0.250,0.750
"perennial",0,1,0.000,1.000,0.250,0.750
"scramble",0,2,0.000,1.000,0.167,0.833
"seed",0,1,0.000,1.000,0.250,0.750
"fertilizer",0,1,0.000,1.000,0.250,0.750
"bush-blair",0,1,0.000,1.000,0.250,0.750
"al-jazeera",0,2,0.000,1.000,0.167,0.833
"transcript",0,1,0.000,1.000,0.250,0.750
"rage",0,1,0.000,1.000,0.250,0.750
"arson",0,3,0.000,1.000,0.125,0.875
"ethiopians",0,1,0.000,1.000,0.250,0.750
"uganda",0,1,0.000,1.000,0.250,0.750
"anti-homosexual",0,1,0.000,1.000,0.250,0.750
"legislation",0,6,0.000,1.000,0.071,0.929
"harbour",0,3,0.000,1.000,0.125,0.875
"cornwall",0,1,0.000,1.000,0.250,0.750
"hepatitis",0,1,0.000,1.000,0.250,0.750
"enough':",0,1,0.000,1.000,0.250,0.750
"jenson",0,3,0.000,1.000,0.125,0.875
"hungarian",0,2,0.000,1.000,0.167,0.833
"tamil",0,4,0.000,1.000,0.100,0.900
"nadu",0,1,0.000,1.000,0.250,0.750
"elections:",0,2,0.000,1.000,0.167,0.833
"dmk",0,1,0.000,1.000,0.250,0.750
"aiadmk",0,1,0.000,1.000,0.250,0.750
"promise",0,3,0.000,1.000,0.125,0.875
"freebies",0,1,0.000,1.000,0.250,0.750
"epa",0,1,0.000,1.000,0.250,0.750
"submits",0,2,0.000,1.000,0.167,0.833
"inventory",0,1,0.000,1.000,0.250,0.750
"error",0,5,0.000,1.000,0.083,0.917
"tweet-rage",0,1,0.000,1.000,0.250,0.750
"rising",0,4,0.000,1.000,0.100,0.900
"groundwater",0,1,0.000,1.000,0.250,0.750
"conspiring",0,1,0.000,1.000,0.250,0.750
"starr",0,1,0.000,1.000,0.250,0.750
"savile",0,1,0.000,1.000,0.250,0.750
"inquiry",0,12,0.000,1.000,0.038,0.962
"jai",0,1,0.000,1.000,0.250,0.750
"mcdowall",0,1,0.000,1.000,0.250,0.750
"britain's",0,5,0.000,1.000,0.083,0.917
"dalai",0,2,0.000,1.000,0.167,0.833
"lama",0,2,0.000,1.000,0.167,0.833
"conference",0,12,0.000,1.000,0.038,0.962
"uzbeks",0,1,0.000,1.000,0.250,0.750
"fleeing",0,2,0.000,1.000,0.167,0.833
"border",0,6,0.000,1.000,0.071,0.929
"refuge",0,2,0.000,1.000,0.167,0.833
"moderate",0,2,0.000,1.000,0.167,0.833
"equity",0,2,0.000,1.000,0.167,0.833
"firms",0,4,0.000,1.000,0.100,0.900
"pledge",0,3,0.000,1.000,0.125,0.875
"invest",0,1,0.000,1.000,0.250,0.750
"responsibly",0,1,0.000,1.000,0.250,0.750
"anti-piracy",0,2,0.000,1.000,0.167,0.833
"koran",0,1,0.000,1.000,0.250,0.750
"disrespect",0,1,0.000,1.000,0.250,0.750
"occasions",0,1,0.000,1.000,0.250,0.750
"glimpse",0,1,0.000,1.000,0.250,0.750
"a.j.",0,2,0.000,1.000,0.167,0.833
"austrian",0,5,0.000,1.000,0.083,0.917
"government's",0,2,0.000,1.000,0.167,0.833
"fees",0,2,0.000,1.000,0.167,0.833
"ala",0,1,0.000,1.000,0.250,0.750
"observes",0,1,0.000,1.000,0.250,0.750
"enter",0,4,0.000,1.000,0.100,0.900
"israel",0,18,0.000,1.000,0.026,0.974
"explosions",0,5,0.000,1.000,0.083,0.917
"iranian",0,6,0.000,1.000,0.071,0.929
"chemical",0,7,0.000,1.000,0.062,0.938
"biological",0,1,0.000,1.000,0.250,0.750
"encyclopedia",0,1,0.000,1.000,0.250,0.750
"website",0,4,0.000,1.000,0.100,0.900
"chernin",0,1,0.000,1.000,0.250,0.750
"corp.",0,2,0.000,1.000,0.167,0.833
"soccer",0,13,0.000,1.000,0.036,0.964
"plunge",0,2,0.000,1.000,0.167,0.833
"frenzy",0,3,0.000,1.000,0.125,0.875
"increased",0,2,0.000,1.000,0.167,0.833
"eritrea",0,1,0.000,1.000,0.250,0.750
"ethiopia",0,2,0.000,1.000,0.167,0.833
"fiji",0,5,0.000,1.000,0.083,0.917
"missing;",0,1,0.000,1.000,0.250,0.750
"feared",0,5,0.000,1.000,0.083,0.917
"northwestern",0,5,0.000,1.000,0.083,0.917
"calmer",0,1,0.000,1.000,0.250,0.750
"ballot",0,4,0.000,1.000,0.100,0.900
"mexico",0,19,0.000,1.000,0.025,0.975
"tightens",0,3,0.000,1.000,0.125,0.875
"smugglers",0,1,0.000,1.000,0.250,0.750
"kenyan",0,3,0.000,1.000,0.125,0.875
"jails",0,3,0.000,1.000,0.125,0.875
"hijack",0,1,0.000,1.000,0.250,0.750
"maltese",0,1,0.000,1.000,0.250,0.750
"buildings",0,4,0.000,1.000,0.100,0.900
"athens",0,3,0.000,1.000,0.125,0.875
"seventy",0,1,0.000,1.000,0.250,0.750
"moscow",0,6,0.000,1.000,0.071,0.929
"euromillions",0,1,0.000,1.000,0.250,0.750
"ticket",0,4,0.000,1.000,0.100,0.900
"£56",0,1,0.000,1.000,0.250,0.750
"miners",0,1,0.000,1.000,0.250,0.750
"ecuador",0,1,0.000,1.000,0.250,0.750
"lower",0,4,0.000,1.000,0.100,0.900
"conocophillips",0,1,0.000,1.000,0.250,0.750
"slovenian",0,2,0.000,1.000,0.167,0.833
"cyclist",0,2,0.000,1.000,0.167,0.833
"jure",0,1,0.000,1.000,0.250,0.750
"robič",0,1,0.000,1.000,0.250,0.750
"traffic",0,4,0.000,1.000,0.100,0.900
"visa",0,4,0.000,1.000,0.100,0.900
"better-than-expected",0,1,0.000,1.000,0.250,0.750
"airstrikes",0,2,0.000,1.000,0.167,0.833
"strongholds",0,1,0.000,1.000,0.250,0.750
"confronts",0,1,0.000,1.000,0.250,0.750
"copters",0,1,0.000,1.000,0.250,0.750
"gastric",0,1,0.000,1.000,0.250,0.750
"bypass",0,2,0.000,1.000,0.167,0.833
"wed:",0,1,0.000,1.000,0.250,0.750
"labour",0,4,0.000,1.000,0.100,0.900
"justine",0,1,0.000,1.000,0.250,0.750
"thornton",0,1,0.000,1.000,0.250,0.750
"vietnam",0,1,0.000,1.000,0.250,0.750
"fishing",0,2,0.000,1.000,0.167,0.833
"vessel",0,1,0.000,1.000,0.250,0.750
"rolls-royce",0,1,0.000,1.000,0.250,0.750
"rokot",0,1,0.000,1.000,0.250,0.750
"gonets",0,1,0.000,1.000,0.250,0.750
"satellites",0,3,0.000,1.000,0.125,0.875
"cargo",0,10,0.000,1.000,0.045,0.955
"dubai",0,2,0.000,1.000,0.167,0.833
"poker's",0,1,0.000,1.000,0.250,0.750
"n.",0,3,0.000,1.000,0.125,0.875
"uranium",0,2,0.000,1.000,0.167,0.833
"examines",0,2,0.000,1.000,0.167,0.833
"replace",0,4,0.000,1.000,0.100,0.900
"elbaradei",0,1,0.000,1.000,0.250,0.750
"identifies",0,2,0.000,1.000,0.167,0.833
"spamming",0,1,0.000,1.000,0.250,0.750
"deceased",0,1,0.000,1.000,0.250,0.750
"bird",0,10,0.000,1.000,0.045,0.955
"jeff",0,2,0.000,1.000,0.167,0.833
"gordon",0,3,0.000,1.000,0.125,0.875
"cluster",0,2,0.000,1.000,0.167,0.833
"neighbourhood",0,1,0.000,1.000,0.250,0.750
"milky",0,1,0.000,1.000,0.250,0.750
"review:",0,1,0.000,1.000,0.250,0.750
"variations",0,1,0.000,1.000,0.250,0.750
"differ",0,1,0.000,1.000,0.250,0.750
"spree",0,2,0.000,1.000,0.167,0.833
"belgorod",0,1,0.000,1.000,0.250,0.750
"exaggerate",0,2,0.000,1.000,0.167,0.833
"storms",0,4,0.000,1.000,0.100,0.900
"brazil",0,9,0.000,1.000,0.050,0.950
"expands",0,4,0.000,1.000,0.100,0.900
"investment",0,2,0.000,1.000,0.167,0.833
"twin",0,1,0.000,1.000,0.250,0.750
"netanyahu",0,1,0.000,1.000,0.250,0.750
"caveats",0,1,0.000,1.000,0.250,0.750
"herald",0,2,0.000,1.000,0.167,0.833
"tribune",0,3,0.000,1.000,0.125,0.875
"articles",0,2,0.000,1.000,0.167,0.833
"disappear",0,1,0.000,1.000,0.250,0.750
"shelling",0,1,0.000,1.000,0.250,0.750
"planned",0,6,0.000,1.000,0.071,0.929
"$45",0,1,0.000,1.000,0.250,0.750
"carry-on",0,1,0.000,1.000,0.250,0.750
"baggage",0,1,0.000,1.000,0.250,0.750
"fee",0,3,0.000,1.000,0.125,0.875
"long-lost",0,1,0.000,1.000,0.250,0.750
"lincoln",0,1,0.000,1.000,0.250,0.750
"archives",0,2,0.000,1.000,0.167,0.833
"tsunami",0,8,0.000,1.000,0.056,0.944
"aid",0,28,0.000,1.000,0.017,0.983
"effort",0,6,0.000,1.000,0.071,0.929
"mahindra",0,1,0.000,1.000,0.250,0.750
"satyam",0,3,0.000,1.000,0.125,0.875
"deficit",0,5,0.000,1.000,0.083,0.917
"soars",0,2,0.000,1.000,0.167,0.833
"us$61.04",0,1,0.000,1.000,0.250,0.750
"katharine",0,1,0.000,1.000,0.250,0.750
"scripps",0,1,0.000,1.000,0.250,0.750
"israelis",0,1,0.000,1.000,0.250,0.750
"cede",0,1,0.000,1.000,0.250,0.750
"pension",0,2,0.000,1.000,0.167,0.833
"managers",0,1,0.000,1.000,0.250,0.750
"rethink",0,1,0.000,1.000,0.250,0.750
"hedge",0,3,0.000,1.000,0.125,0.875
"ties",0,11,0.000,1.000,0.042,0.958
"anglo",0,3,0.000,1.000,0.125,0.875
"merger",0,4,0.000,1.000,0.100,0.900
"mining",0,1,0.000,1.000,0.250,0.750
"rival",0,5,0.000,1.000,0.083,0.917
"kentucky",0,1,0.000,1.000,0.250,0.750
"along",0,2,0.000,1.000,0.167,0.833
"rail",0,6,0.000,1.000,0.071,0.929
"partnership",0,3,0.000,1.000,0.125,0.875
"began",0,1,0.000,1.000,0.250,0.750
"d.",0,1,0.000,1.000,0.250,0.750
"campbell",0,3,0.000,1.000,0.125,0.875
"dartmouth—cole",0,1,0.000,1.000,0.250,0.750
"jury",0,2,0.000,1.000,0.167,0.833
"clears",0,3,0.000,1.000,0.125,0.875
"1978",0,1,0.000,1.000,0.250,0.750
"disappearance",0,2,0.000,1.000,0.167,0.833
"oceanliner",0,1,0.000,1.000,0.250,0.750
"qe2",0,1,0.000,1.000,0.250,0.750
"journey",0,2,0.000,1.000,0.167,0.833
"congresswoman",0,1,0.000,1.000,0.250,0.750
"giffords",0,2,0.000,1.000,0.167,0.833
"automakers",0,3,0.000,1.000,0.125,0.875
"shed",0,1,0.000,1.000,0.250,0.750
"pensions",0,1,0.000,1.000,0.250,0.750
"megamerger",0,1,0.000,1.000,0.250,0.750
"wyeth",0,1,0.000,1.000,0.250,0.750
"pfizer",0,1,0.000,1.000,0.250,0.750
"pledges",0,5,0.000,1.000,0.083,0.917
"$600",0,1,0.000,1.000,0.250,0.750
"tuberculosis",0,2,0.000,1.000,0.167,0.833
"drains",0,1,0.000,1.000,0.250,0.750
"wwe",0,2,0.000,1.000,0.167,0.833
"tanker",0,4,0.000,1.000,0.100,0.900
"ex-lehman",0,1,0.000,1.000,0.250,0.750
"deliveries",0,2,0.000,1.000,0.167,0.833
"tie",0,2,0.000,1.000,0.167,0.833
"manchester",0,4,0.000,1.000,0.100,0.900
"pilgrimage",0,1,0.000,1.000,0.250,0.750
"intelligence",0,1,0.000,1.000,0.250,0.750
"docks",0,1,0.000,1.000,0.250,0.750
"filesharing",0,1,0.000,1.000,0.250,0.750
"distributor",0,1,0.000,1.000,0.250,0.750
"ordered",0,5,0.000,1.000,0.083,0.917
"avalanche",0,4,0.000,1.000,0.100,0.900
"rocky",0,2,0.000,1.000,0.167,0.833
"paramilitary",0,1,0.000,1.000,0.250,0.750
"rioting",0,4,0.000,1.000,0.100,0.900
"test-fire",0,1,0.000,1.000,0.250,0.750
"missiles",0,2,0.000,1.000,0.167,0.833
"yemen",0,4,0.000,1.000,0.100,0.900
"protesters",0,13,0.000,1.000,0.036,0.964
"england's",0,1,0.000,1.000,0.250,0.750
"association",0,4,0.000,1.000,0.100,0.900
"complains",0,1,0.000,1.000,0.250,0.750
"astronomers",0,2,0.000,1.000,0.167,0.833
"exo-solar",0,1,0.000,1.000,0.250,0.750
"edmonton",0,1,0.000,1.000,0.250,0.750
"conflict",0,4,0.000,1.000,0.100,0.900
"wounds",0,2,0.000,1.000,0.167,0.833
"eight",0,12,0.000,1.000,0.038,0.962
"synthes",0,1,0.000,1.000,0.250,0.750
"device",0,5,0.000,1.000,0.083,0.917
"improper",0,1,0.000,1.000,0.250,0.750
"no-confidence",0,2,0.000,1.000,0.167,0.833
"initiated",0,1,0.000,1.000,0.250,0.750
"wimbledon",0,6,0.000,1.000,0.071,0.929
"receive",0,4,0.000,1.000,0.100,0.900
"criticism",0,4,0.000,1.000,0.100,0.900
"marines",0,4,0.000,1.000,0.100,0.900
"hundred",0,1,0.000,1.000,0.250,0.750
"bombers",0,2,0.000,1.000,0.167,0.833
"lows",0,1,0.000,1.000,0.250,0.750
"1997",0,1,0.000,1.000,0.250,0.750
"million-dollar-a-month",0,1,0.000,1.000,0.250,0.750
"nauru",0,3,0.000,1.000,0.125,0.875
"detention",0,4,0.000,1.000,0.100,0.900
"centre",0,6,0.000,1.000,0.071,0.929
"luxury",0,4,0.000,1.000,0.100,0.900
"goods",0,2,0.000,1.000,0.167,0.833
"irene",0,1,0.000,1.000,0.250,0.750
"alpine",0,2,0.000,1.000,0.167,0.833
"ski",0,2,0.000,1.000,0.167,0.833
"racer",0,1,0.000,1.000,0.250,0.750
"heuga",0,1,0.000,1.000,0.250,0.750
"increases",0,6,0.000,1.000,0.071,0.929
"a.c.c.",0,1,0.000,1.000,0.250,0.750
"prosecutions",0,1,0.000,1.000,0.250,0.750
"retrial",0,1,0.000,1.000,0.250,0.750
"dam",0,4,0.000,1.000,0.100,0.900
"preliminary",0,2,0.000,1.000,0.167,0.833
"approval",0,3,0.000,1.000,0.125,0.875
"astana",0,1,0.000,1.000,0.250,0.750
"teammates",0,1,0.000,1.000,0.250,0.750
"knicks",0,7,0.000,1.000,0.062,0.938
"guard",0,3,0.000,1.000,0.125,0.875
"picking",0,2,0.000,1.000,0.167,0.833
"eighth",0,1,0.000,1.000,0.250,0.750
"knows?",0,1,0.000,1.000,0.250,0.750
"winehouse",0,1,0.000,1.000,0.250,0.750
"high-flying",0,1,0.000,1.000,0.250,0.750
"cavaliers",0,2,0.000,1.000,0.167,0.833
"routs",0,1,0.000,1.000,0.250,0.750
"virginia;",0,1,0.000,1.000,0.250,0.750
"next:",0,1,0.000,1.000,0.250,0.750
"top-ranked",0,1,0.000,1.000,0.250,0.750
"gallinari",0,2,0.000,1.000,0.167,0.833
"deepening",0,1,0.000,1.000,0.250,0.750
"comrades",0,1,0.000,1.000,0.250,0.750
"1993",0,1,0.000,1.000,0.250,0.750
"land",0,5,0.000,1.000,0.083,0.917
"prepares",0,5,0.000,1.000,0.083,0.917
"kj",0,1,0.000,1.000,0.250,0.750
"noons",0,1,0.000,1.000,0.250,0.750
"elitexc",0,1,0.000,1.000,0.250,0.750
"lightweight",0,1,0.000,1.000,0.250,0.750
"deadlines",0,1,0.000,1.000,0.250,0.750
"strain",0,1,0.000,1.000,0.250,0.750
"china's",0,2,0.000,1.000,0.167,0.833
"surpasses",0,2,0.000,1.000,0.167,0.833
"japan's",0,2,0.000,1.000,0.167,0.833
"recruits",0,2,0.000,1.000,0.167,0.833
"fertiliser",0,1,0.000,1.000,0.250,0.750
"lordi",0,1,0.000,1.000,0.250,0.750
"receives",0,8,0.000,1.000,0.056,0.944
"300",0,6,0.000,1.000,0.071,0.929
"euros",0,1,0.000,1.000,0.250,0.750
"finnish",0,4,0.000,1.000,0.100,0.900
"funding",0,4,0.000,1.000,0.100,0.900
"generic",0,1,0.000,1.000,0.250,0.750
"tamiflu",0,1,0.000,1.000,0.250,0.750
"casualties",0,2,0.000,1.000,0.167,0.833
"counties",0,1,0.000,1.000,0.250,0.750
"forming",0,1,0.000,1.000,0.250,0.750
"lebanese-syrian",0,1,0.000,1.000,0.250,0.750
"withdrawal",0,4,0.000,1.000,0.100,0.900
"accord",0,2,0.000,1.000,0.167,0.833
"resumes",0,3,0.000,1.000,0.125,0.875
"livestock",0,1,0.000,1.000,0.250,0.750
"somalia",0,7,0.000,1.000,0.062,0.938
"cuomo",0,2,0.000,1.000,0.167,0.833
"merrill",0,5,0.000,1.000,0.083,0.917
"bonus",0,1,0.000,1.000,0.250,0.750
"recipients",0,2,0.000,1.000,0.167,0.833
"ipcc",0,1,0.000,1.000,0.250,0.750
"himalayan",0,1,0.000,1.000,0.250,0.750
"glaciers",0,1,0.000,1.000,0.250,0.750
"wagoner",0,1,0.000,1.000,0.250,0.750
"retains",0,1,0.000,1.000,0.250,0.750
"bows",0,1,0.000,1.000,0.250,0.750
"albany",0,1,0.000,1.000,0.250,0.750
"placement",0,1,0.000,1.000,0.250,0.750
"arm",0,1,0.000,1.000,0.250,0.750
"transplant",0,2,0.000,1.000,0.167,0.833
"undertaken",0,1,0.000,1.000,0.250,0.750
"munich",0,5,0.000,1.000,0.083,0.917
"pennsylvania",0,8,0.000,1.000,0.056,0.944
"murdering",0,3,0.000,1.000,0.125,0.875
"girlfriend's",0,1,0.000,1.000,0.250,0.750
"estranged",0,1,0.000,1.000,0.250,0.750
"juana",0,1,0.000,1.000,0.250,0.750
"bustamante",0,1,0.000,1.000,0.250,0.750
"chilean",0,8,0.000,1.000,0.056,0.944
"paniahue",0,1,0.000,1.000,0.250,0.750
"adjust",0,1,0.000,1.000,0.250,0.750
"foraging",0,1,0.000,1.000,0.250,0.750
"colony",0,1,0.000,1.000,0.250,0.750
"mountaineers",0,1,0.000,1.000,0.250,0.750
"aids",0,2,0.000,1.000,0.167,0.833
"insulin-resistance",0,1,0.000,1.000,0.250,0.750
"diabetes",0,1,0.000,1.000,0.250,0.750
"louisiana",0,4,0.000,1.000,0.100,0.900
"blocking",0,2,0.000,1.000,0.167,0.833
"volunteers",0,3,0.000,1.000,0.125,0.875
"slam",0,1,0.000,1.000,0.250,0.750
"nations",0,7,0.000,1.000,0.062,0.938
"triple",0,2,0.000,1.000,0.167,0.833
"crown",0,4,0.000,1.000,0.100,0.900
"billions",0,1,0.000,1.000,0.250,0.750
"geithner",0,3,0.000,1.000,0.125,0.875
"allotting",0,1,0.000,1.000,0.250,0.750
"stoke",0,1,0.000,1.000,0.250,0.750
"hostility",0,1,0.000,1.000,0.250,0.750
"itms",0,1,0.000,1.000,0.250,0.750
"adding",0,1,0.000,1.000,0.250,0.750
"toll",0,14,0.000,1.000,0.033,0.967
"bristol",0,4,0.000,1.000,0.100,0.900
"lauched",0,2,0.000,1.000,0.167,0.833
"thousand",0,3,0.000,1.000,0.125,0.875
"o'reilly",0,1,0.000,1.000,0.250,0.750
"keselowski",0,1,0.000,1.000,0.250,0.750
"clinches",0,2,0.000,1.000,0.167,0.833
"nationwide",0,1,0.000,1.000,0.250,0.750
"doping",0,2,0.000,1.000,0.167,0.833
"vague",0,1,0.000,1.000,0.250,0.750
"procedure",0,3,0.000,1.000,0.125,0.875
"two-minute",0,1,0.000,1.000,0.250,0.750
"silence",0,2,0.000,1.000,0.167,0.833
"marked",0,1,0.000,1.000,0.250,0.750
"kosovo",0,2,0.000,1.000,0.167,0.833
"ex-premier",0,2,0.000,1.000,0.167,0.833
"agim",0,1,0.000,1.000,0.250,0.750
"ceku",0,1,0.000,1.000,0.250,0.750
"mounts",0,2,0.000,1.000,0.167,0.833
"reserves",0,1,0.000,1.000,0.250,0.750
"coca-cola",0,1,0.000,1.000,0.250,0.750
"considers",0,4,0.000,1.000,0.100,0.900
"bush's",0,2,0.000,1.000,0.167,0.833
"faith-based",0,1,0.000,1.000,0.250,0.750
"initiatives",0,1,0.000,1.000,0.250,0.750
"sells",0,5,0.000,1.000,0.083,0.917
"s.",0,3,0.000,1.000,0.125,0.875
"reshuffles",0,1,0.000,1.000,0.250,0.750
"refinancing",0,1,0.000,1.000,0.250,0.750
"lucas",0,1,0.000,1.000,0.250,0.750
"glover",0,1,0.000,1.000,0.250,0.750
"poise",0,1,0.000,1.000,0.250,0.750
"airplanes",0,1,0.000,1.000,0.250,0.750
"taiwanese",0,2,0.000,1.000,0.167,0.833
"shorting",0,1,0.000,1.000,0.250,0.750
"financial",0,9,0.000,1.000,0.050,0.950
"stocks",0,4,0.000,1.000,0.100,0.900
"ignore",0,2,0.000,1.000,0.167,0.833
"coaches",0,2,0.000,1.000,0.167,0.833
"recruiting",0,3,0.000,1.000,0.125,0.875
"washington",0,8,0.000,1.000,0.056,0.944
"d.c.",0,5,0.000,1.000,0.083,0.917
"sniper",0,1,0.000,1.000,0.250,0.750
"allen",0,2,0.000,1.000,0.167,0.833
"muhammad",0,1,0.000,1.000,0.250,0.750
"executed",0,2,0.000,1.000,0.167,0.833
"lethal",0,1,0.000,1.000,0.250,0.750
"injection",0,1,0.000,1.000,0.250,0.750
"urges",0,10,0.000,1.000,0.045,0.955
"pilgrims",0,1,0.000,1.000,0.250,0.750
"rome",0,4,0.000,1.000,0.100,0.900
"evacuated",0,6,0.000,1.000,0.071,0.929
"due",0,8,0.000,1.000,0.056,0.944
"halifax",0,1,0.000,1.000,0.250,0.750
"brush",0,2,0.000,1.000,0.167,0.833
"fires",0,7,0.000,1.000,0.062,0.938
"baxter",0,2,0.000,1.000,0.167,0.833
"tracking",0,1,0.000,1.000,0.250,0.750
"privacy",0,1,0.000,1.000,0.250,0.750
"stolen;",0,1,0.000,1.000,0.250,0.750
"capitol",0,4,0.000,1.000,0.100,0.900
"153",0,1,0.000,1.000,0.250,0.750
"aboard",0,4,0.000,1.000,0.100,0.900
"moroccans",0,1,0.000,1.000,0.250,0.750
"centrist",0,2,0.000,1.000,0.167,0.833
"secrecy",0,4,0.000,1.000,0.100,0.900
"georgetown",0,1,0.000,1.000,0.250,0.750
"world’s",0,1,0.000,1.000,0.250,0.750
"refugee",0,1,0.000,1.000,0.250,0.750
"centres",0,1,0.000,1.000,0.250,0.750
"reporters",0,3,0.000,1.000,0.125,0.875
"suspicion",0,1,0.000,1.000,0.250,0.750
"espionage",0,1,0.000,1.000,0.250,0.750
"capitals",0,5,0.000,1.000,0.083,0.917
"form",0,4,0.000,1.000,0.100,0.900
"detroit",0,8,0.000,1.000,0.056,0.944
"foundations",0,2,0.000,1.000,0.167,0.833
"shift",0,2,0.000,1.000,0.167,0.833
"mortality",0,1,0.000,1.000,0.250,0.750
"post-soviet",0,2,0.000,1.000,0.167,0.833
"era",0,3,0.000,1.000,0.125,0.875
"gallup",0,1,0.000,1.000,0.250,0.750
"islamophobia",0,1,0.000,1.000,0.250,0.750
"prevalent",0,1,0.000,1.000,0.250,0.750
"takeover",0,1,0.000,1.000,0.250,0.750
