Word,Clickbait,Non-clickbait,Clickbait probability,Non-Clickbait probability,Clickbait normal probability,Non-clickbait normal probability
"chenoweth",1,0,1.000,0.000,0.750,0.250
"heckler",1,0,1.000,0.000,0.750,0.250
"stories",1,0,1.000,0.000,0.750,0.250
"pope's",1,0,1.000,0.000,0.750,0.250
"tracks",1,0,1.000,0.000,0.750,0.250
"anthem",1,0,1.000,0.000,0.750,0.250
"alt",1,0,1.000,0.000,0.750,0.250
"healthy",3,0,1.000,0.000,0.875,0.125
"on-the-go",1,0,1.000,0.000,0.750,0.250
"breakfast",1,0,1.000,0.000,0.750,0.250
"ideas",1,0,1.000,0.000,0.750,0.250
"moments",2,0,1.000,0.000,0.833,0.167
"pride",1,0,1.000,0.000,0.750,0.250
"&",1,1,0.500,0.500,0.500,0.500
"prejudice",1,0,1.000,0.000,0.750,0.250
"heart",1,1,0.500,0.500,0.500,0.500
"melt",1,0,1.000,0.000,0.750,0.250
"guide",1,0,1.000,0.000,0.750,0.250
"cover",2,0,1.000,0.000,0.833,0.167
"item",1,0,1.000,0.000,0.750,0.250
"splurge",1,0,1.000,0.000,0.750,0.250
"ghost",1,0,1.000,0.000,0.750,0.250
"required",1,0,1.000,0.000,0.750,0.250
"horror",1,0,1.000,0.000,0.750,0.250
"squidward",1,0,1.000,0.000,0.750,0.250
"tentacles",1,0,1.000,0.000,0.750,0.250
"gorgeous",2,0,1.000,0.000,0.833,0.167
"london-inspired",1,0,1.000,0.000,0.750,0.250
"tattoos",2,0,1.000,0.000,0.833,0.167
"absolutely",2,0,1.000,0.000,0.833,0.167
"dancer",1,0,1.000,0.000,0.750,0.250
"reassignment",1,0,1.000,0.000,0.750,0.250
"surgery",1,1,0.500,0.500,0.500,0.500
"boyfriend",2,0,1.000,0.000,0.833,0.167
"pakistan",1,9,0.100,0.900,0.136,0.864
"it:",2,0,1.000,0.000,0.833,0.167
"bob's",1,0,1.000,0.000,0.750,0.250
"edition",3,0,1.000,0.000,0.875,0.125
"model's",1,0,1.000,0.000,0.750,0.250
"crying",1,0,1.000,0.000,0.750,0.250
"koala",1,0,1.000,0.000,0.750,0.250
"cam",1,0,1.000,0.000,0.750,0.250
"newton's",1,0,1.000,0.000,0.750,0.250
"even",2,0,1.000,0.000,0.833,0.167
"picture",2,1,0.667,0.333,0.625,0.375
"mcdonald's:",1,0,1.000,0.000,0.750,0.250
"1955",1,0,1.000,0.000,0.750,0.250
"revolutionising",1,0,1.000,0.000,0.750,0.250
"fight",1,2,0.333,0.667,0.375,0.625
"lgbt",1,0,1.000,0.000,0.750,0.250
"rights",1,3,0.250,0.750,0.300,0.700
"transformed",1,0,1.000,0.000,0.750,0.250
"hip",1,0,1.000,0.000,0.750,0.250
"penises",1,0,1.000,0.000,0.750,0.250
"taylor",4,1,0.800,0.200,0.750,0.250
"swift's",1,0,1.000,0.000,0.750,0.250
"loads",1,0,1.000,0.000,0.750,0.250
"callbacks",1,0,1.000,0.000,0.750,0.250
"styles",1,0,1.000,0.000,0.750,0.250
"relationship",3,0,1.000,0.000,0.875,0.125
"status",1,0,1.000,0.000,0.750,0.250
"follow",1,0,1.000,0.000,0.750,0.250
"truths",1,0,1.000,0.000,0.750,0.250
"wine",1,0,1.000,0.000,0.750,0.250
"hotel",2,0,1.000,0.000,0.833,0.167
"safe",1,1,0.500,0.500,0.500,0.500
"secure",1,0,1.000,0.000,0.750,0.250
"think",2,0,1.000,0.000,0.833,0.167
"again",4,2,0.667,0.333,0.643,0.357
"pizza",3,0,1.000,0.000,0.875,0.125
"gilmore",1,0,1.000,0.000,0.750,0.250
"jennifer",1,0,1.000,0.000,0.750,0.250
"lawrence",1,0,1.000,0.000,0.750,0.250
"emmy",3,0,1.000,0.000,0.875,0.125
"win",1,4,0.200,0.800,0.250,0.750
"two",1,8,0.111,0.889,0.150,0.850
"rats",1,0,1.000,0.000,0.750,0.250
"fought",1,0,1.000,0.000,0.750,0.250
"slice",1,0,1.000,0.000,0.750,0.250
"city",2,2,0.500,0.500,0.500,0.500
"because",1,0,1.000,0.000,0.750,0.250
"deep",2,0,1.000,0.000,0.833,0.167
"dive",1,0,1.000,0.000,0.750,0.250
"disgustingly",1,0,1.000,0.000,0.750,0.250
"saying",1,0,1.000,0.000,0.750,0.250
"#oscarssowhite",1,0,1.000,0.000,0.750,0.250
"took",2,0,1.000,0.000,0.833,0.167
"passive-aggressive",1,0,1.000,0.000,0.750,0.250
"anxiety",2,0,1.000,0.000,0.833,0.167
"snoop",1,0,1.000,0.000,0.750,0.250
"dogg",1,0,1.000,0.000,0.750,0.250
"hair",3,0,1.000,0.000,0.875,0.125
"mythbusters",1,0,1.000,0.000,0.750,0.250
"bit",1,0,1.000,0.000,0.750,0.250
"pound",1,0,1.000,0.000,0.750,0.250
"chicken",2,0,1.000,0.000,0.833,0.167
"images",1,1,0.500,0.500,0.500,0.500
"hiv",1,0,1.000,0.000,0.750,0.250
"affects",1,0,1.000,0.000,0.750,0.250
"scenes",1,0,1.000,0.000,0.750,0.250
"fuller",2,0,1.000,0.000,0.833,0.167
"secrets",1,0,1.000,0.000,0.750,0.250
"scream",2,0,1.000,0.000,0.833,0.167
"muppet",1,0,1.000,0.000,0.750,0.250
"high",3,2,0.600,0.400,0.583,0.417
"school",5,3,0.625,0.375,0.611,0.389
"memoriam:",1,0,1.000,0.000,0.750,0.250
"shia",1,0,1.000,0.000,0.750,0.250
"labeouf's",1,0,1.000,0.000,0.750,0.250
"rattail",1,0,1.000,0.000,0.750,0.250
"shower",1,0,1.000,0.000,0.750,0.250
"place",1,1,0.500,0.500,0.500,0.500
"burning",1,1,0.500,0.500,0.500,0.500
"asap",1,0,1.000,0.000,0.750,0.250
"cheap",1,0,1.000,0.000,0.750,0.250
"expensive",1,0,1.000,0.000,0.750,0.250
"tequila",1,0,1.000,0.000,0.750,0.250
"accidental",1,0,1.000,0.000,0.750,0.250
"selena",1,0,1.000,0.000,0.750,0.250
"gomez",1,0,1.000,0.000,0.750,0.250
"reveals",1,4,0.200,0.800,0.250,0.750
"underwent",1,0,1.000,0.000,0.750,0.250
"chemotherapy",1,0,1.000,0.000,0.750,0.250
"rehab",1,0,1.000,0.000,0.750,0.250
"rigged",1,0,1.000,0.000,0.750,0.250
"crane",1,1,0.500,0.500,0.500,0.500
"meghan",1,0,1.000,0.000,0.750,0.250
"trainor",1,0,1.000,0.000,0.750,0.250
"ariana",1,0,1.000,0.000,0.750,0.250
"grande",1,0,1.000,0.000,0.750,0.250
"teamed",1,0,1.000,0.000,0.750,0.250
"song",4,0,1.000,0.000,0.900,0.100
"costumes:",1,0,1.000,0.000,0.750,0.250
"sang",1,0,1.000,0.000,0.750,0.250
"decide",1,0,1.000,0.000,0.750,0.250
"crush",1,0,1.000,0.000,0.750,0.250
"donald",1,0,1.000,0.000,0.750,0.250
"trump",1,0,1.000,0.000,0.750,0.250
"bun",1,0,1.000,0.000,0.750,0.250
"haunt",1,0,1.000,0.000,0.750,0.250
"grave",1,1,0.500,0.500,0.500,0.500
"airplane",1,0,1.000,0.000,0.750,0.250
"economy",1,1,0.500,0.500,0.500,0.500
"airlines",1,3,0.250,0.750,0.300,0.700
"gingers",1,0,1.000,0.000,0.750,0.250
"non-gingers",1,0,1.000,0.000,0.750,0.250
"rent",1,0,1.000,0.000,0.750,0.250
"adult",1,0,1.000,0.000,0.750,0.250
"annoying",2,0,1.000,0.000,0.833,0.167
"emoji",1,0,1.000,0.000,0.750,0.250
"preference",1,0,1.000,0.000,0.750,0.250
"upcoming",1,0,1.000,0.000,0.750,0.250
"outs",1,0,1.000,0.000,0.750,0.250
"cold",1,0,1.000,0.000,0.750,0.250
"person",2,0,1.000,0.000,0.833,0.167
"marry",1,0,1.000,0.000,0.750,0.250
"preferences",1,0,1.000,0.000,0.750,0.250
"hamilton",1,0,1.000,0.000,0.750,0.250
"real-life",1,0,1.000,0.000,0.750,0.250
"historical",1,0,1.000,0.000,0.750,0.250
"lazy",1,0,1.000,0.000,0.750,0.250
"evolution",1,0,1.000,0.000,0.750,0.250
"clifford's",1,0,1.000,0.000,0.750,0.250
"stay",1,2,0.333,0.667,0.375,0.625
"home",1,7,0.125,0.875,0.167,0.833
"won't",3,1,0.750,0.250,0.700,0.300
"sense",3,0,1.000,0.000,0.875,0.125
"non-cat",1,0,1.000,0.000,0.750,0.250
"trust",1,0,1.000,0.000,0.750,0.250
"sunny",1,0,1.000,0.000,0.750,0.250
"laugh",3,0,1.000,0.000,0.875,0.125
"uncontrollably",1,0,1.000,0.000,0.750,0.250
"fluffy",1,0,1.000,0.000,0.750,0.250
"puppies",1,0,1.000,0.000,0.750,0.250
"might",1,0,1.000,0.000,0.750,0.250
"bears",2,0,1.000,0.000,0.833,0.167
"ok",1,0,1.000,0.000,0.750,0.250
"panic",2,0,1.000,0.000,0.833,0.167
"button",1,1,0.500,0.500,0.500,0.500
"bed",2,0,1.000,0.000,0.833,0.167
"household",1,0,1.000,0.000,0.750,0.250
"ingredients",1,0,1.000,0.000,0.750,0.250
"skin",1,0,1.000,0.000,0.750,0.250
"95",1,0,1.000,0.000,0.750,0.250
"stoned",1,0,1.000,0.000,0.750,0.250
"vintage",1,0,1.000,0.000,0.750,0.250
"1920s",1,0,1.000,0.000,0.750,0.250
"swift",3,0,1.000,0.000,0.875,0.125
"understood",1,0,1.000,0.000,0.750,0.250
"ahs:",1,0,1.000,0.000,0.750,0.250
"version",2,0,1.000,0.000,0.833,0.167
"favourite",1,0,1.000,0.000,0.750,0.250
"mariah",1,0,1.000,0.000,0.750,0.250
"carey",1,0,1.000,0.000,0.750,0.250
"caitlyn",1,0,1.000,0.000,0.750,0.250
"jenner",1,0,1.000,0.000,0.750,0.250
"felt",1,0,1.000,0.000,0.750,0.250
"proud",1,0,1.000,0.000,0.750,0.250
"sea",1,2,0.333,0.667,0.375,0.625
"otter",1,0,1.000,0.000,0.750,0.250
"learned",2,0,1.000,0.000,0.833,0.167
"inhaler",1,0,1.000,0.000,0.750,0.250
"asthma",1,0,1.000,0.000,0.750,0.250
"capital",1,1,0.500,0.500,0.500,0.500
"useful",1,0,1.000,0.000,0.750,0.250
"shit",2,0,1.000,0.000,0.833,0.167
"police",1,8,0.111,0.889,0.150,0.850
"identified",1,0,1.000,0.000,0.750,0.250
"various",1,0,1.000,0.000,0.750,0.250
"potentially",1,0,1.000,0.000,0.750,0.250
"dangerous",1,0,1.000,0.000,0.750,0.250
"selfie",1,0,1.000,0.000,0.750,0.250
"zones",1,0,1.000,0.000,0.750,0.250
"essays",1,0,1.000,0.000,0.750,0.250
"read:",1,0,1.000,0.000,0.750,0.250
"getting",2,2,0.500,0.500,0.500,0.500
"ghosted",1,0,1.000,0.000,0.750,0.250
"til",1,0,1.000,0.000,0.750,0.250
"marriage",1,2,0.333,0.667,0.375,0.625
"sexist",1,0,1.000,0.000,0.750,0.250
"robert",1,2,0.333,0.667,0.375,0.625
"pattinson",1,0,1.000,0.000,0.750,0.250
"twilight",1,0,1.000,0.000,0.750,0.250
"suicidally",1,0,1.000,0.000,0.750,0.250
"depressed",1,0,1.000,0.000,0.750,0.250
"awards",1,0,1.000,0.000,0.750,0.250
"liam",1,0,1.000,0.000,0.750,0.250
"clever",1,0,1.000,0.000,0.750,0.250
"iconic",2,0,1.000,0.000,0.833,0.167
"4",1,2,0.333,0.667,0.375,0.625
"hearty",1,0,1.000,0.000,0.750,0.250
"stews",1,0,1.000,0.000,0.750,0.250
"chilis",1,0,1.000,0.000,0.750,0.250
"fill",1,0,1.000,0.000,0.750,0.250
"keep",1,1,0.500,0.500,0.500,0.500
"story",2,1,0.667,0.333,0.625,0.375
"blasting",1,0,1.000,0.000,0.750,0.250
"playing",1,1,0.500,0.500,0.500,0.500
"artists",1,0,1.000,0.000,0.750,0.250
"google",1,3,0.250,0.750,0.300,0.700
"disappeared",1,0,1.000,0.000,0.750,0.250
"worried",1,0,1.000,0.000,0.750,0.250
"loaded",1,0,1.000,0.000,0.750,0.250
"stuffed",1,0,1.000,0.000,0.750,0.250
"mashed",1,0,1.000,0.000,0.750,0.250
"balls",1,0,1.000,0.000,0.750,0.250
"neon",1,0,1.000,0.000,0.750,0.250
"genesis",1,0,1.000,0.000,0.750,0.250
"evangelion",1,0,1.000,0.000,0.750,0.250
"mean",1,0,1.000,0.000,0.750,0.250
"something",1,0,1.000,0.000,0.750,0.250
"different",1,1,0.500,0.500,0.500,0.500
"target",1,0,1.000,0.000,0.750,0.250
"fearful",1,0,1.000,0.000,0.750,0.250
"entering",1,0,1.000,0.000,0.750,0.250
"relationships",1,0,1.000,0.000,0.750,0.250
"kardashian/jenner",1,0,1.000,0.000,0.750,0.250
"sister",2,0,1.000,0.000,0.833,0.167
"three",2,6,0.250,0.750,0.278,0.722
"we'll",1,0,1.000,0.000,0.750,0.250
"chanel",1,0,1.000,0.000,0.750,0.250
"oberlin",1,0,1.000,0.000,0.750,0.250
"quotes",1,0,1.000,0.000,0.750,0.250
"motivational",1,0,1.000,0.000,0.750,0.250
"posters",1,0,1.000,0.000,0.750,0.250
"craziest",2,0,1.000,0.000,0.833,0.167
"vibrator",1,0,1.000,0.000,0.750,0.250
"los",1,0,1.000,0.000,0.750,0.250
"angeles",1,0,1.000,0.000,0.750,0.250
"colorful",1,0,1.000,0.000,0.750,0.250
"meals",1,0,1.000,0.000,0.750,0.250
"surprising",1,0,1.000,0.000,0.750,0.250
"back",1,5,0.167,0.833,0.214,0.786
"models",1,0,1.000,0.000,0.750,0.250
"sexually",1,0,1.000,0.000,0.750,0.250
"awaken",1,0,1.000,0.000,0.750,0.250
"kind",4,0,1.000,0.000,0.900,0.100
"lube",1,0,1.000,0.000,0.750,0.250
"wishes",1,0,1.000,0.000,0.750,0.250
"rolling",2,0,1.000,0.000,0.833,0.167
"stone",1,1,0.500,0.500,0.500,0.500
"blasphemous",1,0,1.000,0.000,0.750,0.250
"gorilla",1,0,1.000,0.000,0.750,0.250
"pics",1,0,1.000,0.000,0.750,0.250
"phone",1,2,0.333,0.667,0.375,0.625
"wrecks",1,0,1.000,0.000,0.750,0.250
"emergency",1,1,0.500,0.500,0.500,0.500
"room",1,0,1.000,0.000,0.750,0.250
"dinner",1,1,0.500,0.500,0.500,0.500
"$25",1,0,1.000,0.000,0.750,0.250
"justin",1,1,0.500,0.500,0.500,0.500
"bieber",1,1,0.500,0.500,0.500,0.500
"asexual",1,0,1.000,0.000,0.750,0.250
"cemitas",1,0,1.000,0.000,0.750,0.250
"mexico's",1,0,1.000,0.000,0.750,0.250
"dish",1,0,1.000,0.000,0.750,0.250
"teeny",1,0,1.000,0.000,0.750,0.250
"tiny",1,0,1.000,0.000,0.750,0.250
"silver",1,0,1.000,0.000,0.750,0.250
"necklaces",1,0,1.000,0.000,0.750,0.250
"100%",1,0,1.000,0.000,0.750,0.250
"celebrity's",1,0,1.000,0.000,0.750,0.250
"bio",1,0,1.000,0.000,0.750,0.250
"festival",1,0,1.000,0.000,0.750,0.250
"attend",1,1,0.500,0.500,0.500,0.500
"cook",1,0,1.000,0.000,0.750,0.250
"turkey",1,2,0.333,0.667,0.375,0.625
"whole",3,0,1.000,0.000,0.875,0.125
"rupaul's",1,0,1.000,0.000,0.750,0.250
"drag",1,0,1.000,0.000,0.750,0.250
"race",1,4,0.200,0.800,0.250,0.750
"chocolate",2,0,1.000,0.000,0.833,0.167
"iq",1,0,1.000,0.000,0.750,0.250
"crushed-velvet",1,0,1.000,0.000,0.750,0.250
"suit",1,0,1.000,0.000,0.750,0.250
"nothing",1,0,1.000,0.000,0.750,0.250
"same",1,0,1.000,0.000,0.750,0.250
"fish",1,0,1.000,0.000,0.750,0.250
"accessory",1,0,1.000,0.000,0.750,0.250
"lola",1,0,1.000,0.000,0.750,0.250
"kalyeserye",1,0,1.000,0.000,0.750,0.250
"outfits",1,0,1.000,0.000,0.750,0.250
"wear",1,0,1.000,0.000,0.750,0.250
"minute",1,0,1.000,0.000,0.750,0.250
"chip",1,0,1.000,0.000,0.750,0.250
"cookies",1,0,1.000,0.000,0.750,0.250
"match",2,3,0.400,0.600,0.417,0.583
"band",1,0,1.000,0.000,0.750,0.250
"matt",1,0,1.000,0.000,0.750,0.250
"healy's",1,0,1.000,0.000,0.750,0.250
"guyshadow",1,0,1.000,0.000,0.750,0.250
"invented",1,0,1.000,0.000,0.750,0.250
"rorschach",1,0,1.000,0.000,0.750,0.250
"queens",1,0,1.000,0.000,0.750,0.250
"killer",1,1,0.500,0.500,0.500,0.500
"songs",1,1,0.500,0.500,0.500,0.500
"titled",1,0,1.000,0.000,0.750,0.250
"find",2,0,1.000,0.000,0.833,0.167
"recipe",1,0,1.000,0.000,0.750,0.250
"buzzfeed",1,0,1.000,0.000,0.750,0.250
"newsletter",1,0,1.000,0.000,0.750,0.250
"kardashians",1,0,1.000,0.000,0.750,0.250
"proved",1,0,1.000,0.000,0.750,0.250
"rotties",1,0,1.000,0.000,0.750,0.250
"teddy",1,0,1.000,0.000,0.750,0.250
"competed",1,0,1.000,0.000,0.750,0.250
"wolfgang",1,0,1.000,0.000,0.750,0.250
"puck",1,0,1.000,0.000,0.750,0.250
"mess",2,0,1.000,0.000,0.833,0.167
"standing",1,0,1.000,0.000,0.750,0.250
"field",1,2,0.333,0.667,0.375,0.625
"novels",1,0,1.000,0.000,0.750,0.250
"65",1,0,1.000,0.000,0.750,0.250
"guilty",1,3,0.250,0.750,0.300,0.700
"mind-blowingly",1,0,1.000,0.000,0.750,0.250
"noodles",1,0,1.000,0.000,0.750,0.250
"nyc",2,0,1.000,0.000,0.833,0.167
"mum",1,0,1.000,0.000,0.750,0.250
"italian",1,0,1.000,0.000,0.750,0.250
"dishes",2,0,1.000,0.000,0.833,0.167
"move",1,1,0.500,0.500,0.500,0.500
"texts",1,0,1.000,0.000,0.750,0.250
"mom",1,0,1.000,0.000,0.750,0.250
"definitely",2,0,1.000,0.000,0.833,0.167
"sent",1,1,0.500,0.500,0.500,0.500
"one-eyed",1,0,1.000,0.000,0.750,0.250
"conquered",1,0,1.000,0.000,0.750,0.250
"fear",1,0,1.000,0.000,0.750,0.250
"ocean",1,0,1.000,0.000,0.750,0.250
"surf",1,0,1.000,0.000,0.750,0.250
"00s",1,0,1.000,0.000,0.750,0.250
"rom",1,0,1.000,0.000,0.750,0.250
"coms",1,0,1.000,0.000,0.750,0.250
"grocery",1,0,1.000,0.000,0.750,0.250
"store",1,1,0.500,0.500,0.500,0.500
"heart-pounding",1,0,1.000,0.000,0.750,0.250
"non-stop",1,1,0.500,0.500,0.500,0.500
"bbc",1,1,0.500,0.500,0.500,0.500
"sleigh",1,0,1.000,0.000,0.750,0.250
"ride",1,0,1.000,0.000,0.750,0.250
"snapchat",1,0,1.000,0.000,0.750,0.250
"ran",1,0,1.000,0.000,0.750,0.250
"ad",2,3,0.400,0.600,0.417,0.583
"booze",2,0,1.000,0.000,0.833,0.167
"its",1,5,0.167,0.833,0.214,0.786
"hajj",1,0,1.000,0.000,0.750,0.250
"red",1,4,0.200,0.800,0.250,0.750
"cups",1,0,1.000,0.000,0.750,0.250
"controversy",1,0,1.000,0.000,0.750,0.250
"reminder",1,0,1.000,0.000,0.750,0.250
"keira",1,0,1.000,0.000,0.750,0.250
"knightley",1,0,1.000,0.000,0.750,0.250
"orangutan",1,0,1.000,0.000,0.750,0.250
"ground",1,0,1.000,0.000,0.750,0.250
"laughing",1,0,1.000,0.000,0.750,0.250
"talking",1,0,1.000,0.000,0.750,0.250
"he",1,1,0.500,0.500,0.500,0.500
"emily",1,0,1.000,0.000,0.750,0.250
"blunt",1,0,1.000,0.000,0.750,0.250
"destroy",1,0,1.000,0.000,0.750,0.250
"thot",1,0,1.000,0.000,0.750,0.250
"sisters",2,0,1.000,0.000,0.833,0.167
"mini",1,0,1.000,0.000,0.750,0.250
"crossword",1,0,1.000,0.000,0.750,0.250
"clermont",1,0,1.000,0.000,0.750,0.250
"twins",1,0,1.000,0.000,0.750,0.250
"somebody",1,0,1.000,0.000,0.750,0.250
"chilling",1,0,1.000,0.000,0.750,0.250
"hey",1,0,1.000,0.000,0.750,0.250
"stick",1,0,1.000,0.000,0.750,0.250
"51",1,0,1.000,0.000,0.750,0.250
"purple",1,0,1.000,0.000,0.750,0.250
"extravagant",1,0,1.000,0.000,0.750,0.250
"costs",1,0,1.000,0.000,0.750,0.250
"knowles",1,0,1.000,0.000,0.750,0.250
"helpful",1,0,1.000,0.000,0.750,0.250
"dealing",2,0,1.000,0.000,0.833,0.167
"attacks",1,3,0.250,0.750,0.300,0.700
"mashup",1,0,1.000,0.000,0.750,0.250
"biggest",2,1,0.667,0.333,0.625,0.375
"blow",1,0,1.000,0.000,0.750,0.250
"away",1,0,1.000,0.000,0.750,0.250
"exercising",1,0,1.000,0.000,0.750,0.250
"minnesotans",1,0,1.000,0.000,0.750,0.250
"born",1,0,1.000,0.000,0.750,0.250
"knowing",1,0,1.000,0.000,0.750,0.250
"nerdy",1,0,1.000,0.000,0.750,0.250
"daredevil",1,0,1.000,0.000,0.750,0.250
"solve",1,0,1.000,0.000,0.750,0.250
"rubik's",1,0,1.000,0.000,0.750,0.250
"cube",1,0,1.000,0.000,0.750,0.250
"skydiving",1,0,1.000,0.000,0.750,0.250
"stomach",1,0,1.000,0.000,0.750,0.250
"falls",1,1,0.500,0.500,0.500,0.500
"ass",1,0,1.000,0.000,0.750,0.250
"together",1,0,1.000,0.000,0.750,0.250
"appetizers",1,0,1.000,0.000,0.750,0.250
"dessert",2,0,1.000,0.000,0.833,0.167
"fragility",1,0,1.000,0.000,0.750,0.250
"masculinity",1,0,1.000,0.000,0.750,0.250
"cliche",1,0,1.000,0.000,0.750,0.250
"merch",1,0,1.000,0.000,0.750,0.250
"mix",2,0,1.000,0.000,0.833,0.167
"body-shamers",1,0,1.000,0.000,0.750,0.250
"hinds:",1,0,1.000,0.000,0.750,0.250
"lesson",1,0,1.000,0.000,0.750,0.250
"spain's",1,0,1.000,0.000,0.750,0.250
"garage",1,0,1.000,0.000,0.750,0.250
"cappella",1,0,1.000,0.000,0.750,0.250
"theme",1,0,1.000,0.000,0.750,0.250
"musical",1,0,1.000,0.000,0.750,0.250
"ranked",1,0,1.000,0.000,0.750,0.250
"crazy",1,0,1.000,0.000,0.750,0.250
"any",1,0,1.000,0.000,0.750,0.250
"34",1,0,1.000,0.000,0.750,0.250
"phoenix",1,0,1.000,0.000,0.750,0.250
"sheeran",1,0,1.000,0.000,0.750,0.250
"god",1,0,1.000,0.000,0.750,0.250
"cement",1,0,1.000,0.000,0.750,0.250
"letting",1,0,1.000,0.000,0.750,0.250
"irritate",1,0,1.000,0.000,0.750,0.250
"farmers",1,0,1.000,0.000,0.750,0.250
"five",1,1,0.500,0.500,0.500,0.500
"thank",1,0,1.000,0.000,0.750,0.250
"paying",1,0,1.000,0.000,0.750,0.250
"weddings",1,0,1.000,0.000,0.750,0.250
"allowed",1,0,1.000,0.000,0.750,0.250
"microwave",1,0,1.000,0.000,0.750,0.250
"nuggets",1,0,1.000,0.000,0.750,0.250
"rockefeller",1,0,1.000,0.000,0.750,0.250
"tree",1,0,1.000,0.000,0.750,0.250
"ages",1,0,1.000,0.000,0.750,0.250
"sheds",1,0,1.000,0.000,0.750,0.250
"misconception",1,0,1.000,0.000,0.750,0.250
"extroverts",1,0,1.000,0.000,0.750,0.250
"health",1,0,1.000,0.000,0.750,0.250
"fitness-inspired",1,0,1.000,0.000,0.750,0.250
"area",1,1,0.500,0.500,0.500,0.500
"80's",1,0,1.000,0.000,0.750,0.250
"turn",1,1,0.500,0.500,0.500,0.500
"cameron",1,0,1.000,0.000,0.750,0.250
"pig",1,0,1.000,0.000,0.750,0.250
"puns",1,0,1.000,0.000,0.750,0.250
"squeal",1,0,1.000,0.000,0.750,0.250
"laughter",1,0,1.000,0.000,0.750,0.250
"narendra",1,0,1.000,0.000,0.750,0.250
"modi",1,0,1.000,0.000,0.750,0.250
"hanging",1,0,1.000,0.000,0.750,0.250
"francois",1,0,1.000,0.000,0.750,0.250
"hollande",1,0,1.000,0.000,0.750,0.250
"soap",1,0,1.000,0.000,0.750,0.250
"opera",1,0,1.000,0.000,0.750,0.250
"actress",1,0,1.000,0.000,0.750,0.250
"hate",3,0,1.000,0.000,0.875,0.125
"viola",1,0,1.000,0.000,0.750,0.250
"davis's",1,0,1.000,0.000,0.750,0.250
"speech",1,0,1.000,0.000,0.750,0.250
"hannah",1,0,1.000,0.000,0.750,0.250
"simone",1,0,1.000,0.000,0.750,0.250
"flawless",1,0,1.000,0.000,0.750,0.250
"pumpkin",1,0,1.000,0.000,0.750,0.250
"spice",1,0,1.000,0.000,0.750,0.250
"non-twins",1,0,1.000,0.000,0.750,0.250
"low-key",1,0,1.000,0.000,0.750,0.250
"paint",1,1,0.500,0.500,0.500,0.500
"vulva",1,0,1.000,0.000,0.750,0.250
"nails",1,0,1.000,0.000,0.750,0.250
"hilariously",2,0,1.000,0.000,0.833,0.167
"illustrating",1,0,1.000,0.000,0.750,0.250
"funny",1,0,1.000,0.000,0.750,0.250
"sentences",1,0,1.000,0.000,0.750,0.250
"strict",1,0,1.000,0.000,0.750,0.250
"literary",1,0,1.000,0.000,0.750,0.250
"children",1,1,0.500,0.500,0.500,0.500
"super-zoomed-in",1,0,1.000,0.000,0.750,0.250
"obsess",1,0,1.000,0.000,0.750,0.250
"scott",1,0,1.000,0.000,0.750,0.250
"exactly",1,0,1.000,0.000,0.750,0.250
"adulthood",1,0,1.000,0.000,0.750,0.250
"inkblot",1,0,1.000,0.000,0.750,0.250
"living",1,0,1.000,0.000,0.750,0.250
"ambivert",1,0,1.000,0.000,0.750,0.250
"gossip",1,0,1.000,0.000,0.750,0.250
"girl?",1,0,1.000,0.000,0.750,0.250
"regrettable",1,0,1.000,0.000,0.750,0.250
"tattoo",1,0,1.000,0.000,0.750,0.250
"dc",1,0,1.000,0.000,0.750,0.250
"native",1,0,1.000,0.000,0.750,0.250
"orphan",1,0,1.000,0.000,0.750,0.250
"tatiana",1,0,1.000,0.000,0.750,0.250
"maslany's",1,0,1.000,0.000,0.750,0.250
"loss",1,3,0.250,0.750,0.300,0.700
"calvin",1,0,1.000,0.000,0.750,0.250
"harris",1,0,1.000,0.000,0.750,0.250
"disciples",1,0,1.000,0.000,0.750,0.250
"jade",1,0,1.000,0.000,0.750,0.250
"prank-call",1,0,1.000,0.000,0.750,0.250
"madonna",1,0,1.000,0.000,0.750,0.250
"gets",1,4,0.200,0.800,0.250,0.750
"freaky",1,0,1.000,0.000,0.750,0.250
"check",1,0,1.000,0.000,0.750,0.250
"simple",1,0,1.000,0.000,0.750,0.250
"tricks",1,0,1.000,0.000,0.750,0.250
"realities",1,0,1.000,0.000,0.750,0.250
"owe",1,0,1.000,0.000,0.750,0.250
"pigskin",1,0,1.000,0.000,0.750,0.250
"blanket:",1,0,1.000,0.000,0.750,0.250
"nfl",1,0,1.000,0.000,0.750,0.250
"picks",1,0,1.000,0.000,0.750,0.250
"aloud",1,0,1.000,0.000,0.750,0.250
"theories",1,0,1.000,0.000,0.750,0.250
"age",1,3,0.250,0.750,0.300,0.700
"deliciously",1,0,1.000,0.000,0.750,0.250
"warming",1,1,0.500,0.500,0.500,0.500
"african",1,2,0.333,0.667,0.375,0.625
"eating",1,0,1.000,0.000,0.750,0.250
"believe",1,0,1.000,0.000,0.750,0.250
"england",1,2,0.333,0.667,0.375,0.625
"britney",2,0,1.000,0.000,0.833,0.167
"spears",2,0,1.000,0.000,0.833,0.167
"crafternoon",1,0,1.000,0.000,0.750,0.250
"bottle",1,0,1.000,0.000,0.750,0.250
"regrets",1,0,1.000,0.000,0.750,0.250
"freshers",1,0,1.000,0.000,0.750,0.250
"attractive",1,0,1.000,0.000,0.750,0.250
