Word,Clickbait,Non-clickbait,Clickbait probability,Non-Clickbait probability,Clickbait normal probability,Non-clickbait normal probability
"taliban",0,7,0.000,1.000,0.062,0.938
"militant",0,2,0.000,1.000,0.167,0.833
"thirteen",0,2,0.000,1.000,0.167,0.833
"northwest",0,2,0.000,1.000,0.167,0.833
"national",0,8,0.000,1.000,0.056,0.944
"park",0,3,0.000,1.000,0.125,0.875
"donation",0,1,0.000,1.000,0.250,0.750
"flight",0,6,0.000,1.000,0.071,0.929
"93",0,2,0.000,1.000,0.167,0.833
"memorial",0,1,0.000,1.000,0.250,0.750
"seventh-inning",0,1,0.000,1.000,0.250,0.750
"stretch",0,1,0.000,1.000,0.250,0.750
"twenty",0,1,0.000,1.000,0.250,0.750
"mudslides",0,1,0.000,1.000,0.250,0.750
"peru",0,1,0.000,1.000,0.250,0.750
"iran",0,13,0.000,1.000,0.036,0.964
"tests",0,3,0.000,1.000,0.125,0.875
"toward",0,1,0.000,1.000,0.250,0.750
"starting",0,2,0.000,1.000,0.167,0.833
"contestant",0,1,0.000,1.000,0.250,0.750
"german",0,6,0.000,1.000,0.071,0.929
"senator",0,3,0.000,1.000,0.125,0.875
"jesse",0,1,0.000,1.000,0.250,0.750
"helms",0,1,0.000,1.000,0.250,0.750
"86",0,1,0.000,1.000,0.250,0.750
"kimi",0,2,0.000,1.000,0.167,0.833
"räikkönen",0,2,0.000,1.000,0.167,0.833
"wins",0,22,0.000,1.000,0.022,0.978
"belgian",0,2,0.000,1.000,0.167,0.833
"grand",0,10,0.000,1.000,0.045,0.955
"prix",0,7,0.000,1.000,0.062,0.938
"yahoo",0,1,0.000,1.000,0.250,0.750
"microsoft",0,5,0.000,1.000,0.083,0.917
"weighing",0,2,0.000,1.000,0.167,0.833
"pact",0,1,0.000,1.000,0.250,0.750
"suspect",0,5,0.000,1.000,0.083,0.917
"jasmine",0,1,0.000,1.000,0.250,0.750
"fiore's",0,1,0.000,1.000,0.250,0.750
"irish",0,4,0.000,1.000,0.100,0.900
"narrowly",0,1,0.000,1.000,0.250,0.750
"italy",0,6,0.000,1.000,0.071,0.929
"rbs",0,2,0.000,1.000,0.167,0.833
"gaza",0,5,0.000,1.000,0.083,0.917
"ethics",0,1,0.000,1.000,0.250,0.750
"warfare",0,1,0.000,1.000,0.250,0.750
"australian",0,18,0.000,1.000,0.026,0.974
"newspapers",0,1,0.000,1.000,0.250,0.750
"fined",0,1,0.000,1.000,0.250,0.750
"breaches",0,2,0.000,1.000,0.167,0.833
"standards",0,1,0.000,1.000,0.250,0.750
"bull",0,1,0.000,1.000,0.250,0.750
"moose",0,1,0.000,1.000,0.250,0.750
"alaska",0,1,0.000,1.000,0.250,0.750
"town",0,2,0.000,1.000,0.167,0.833
"reborn",0,1,0.000,1.000,0.250,0.750
"threat",0,6,0.000,1.000,0.071,0.929
"islamist",0,2,0.000,1.000,0.167,0.833
"militia",0,1,0.000,1.000,0.250,0.750
"driven",0,1,0.000,1.000,0.250,0.750
"mogadishu",0,1,0.000,1.000,0.250,0.750
"vow",0,2,0.000,1.000,0.167,0.833
"fighting",0,1,0.000,1.000,0.250,0.750
"ichiro",0,1,0.000,1.000,0.250,0.750
"suzuki",0,1,0.000,1.000,0.250,0.750
"delivers",0,1,0.000,1.000,0.250,0.750
"memorable",0,1,0.000,1.000,0.250,0.750
"conclusion",0,1,0.000,1.000,0.250,0.750
"w.b.c.",0,1,0.000,1.000,0.250,0.750
"controversial",0,4,0.000,1.000,0.100,0.900
"u.s.",0,39,0.000,1.000,0.013,0.988
"kansas",0,3,0.000,1.000,0.125,0.875
"church",0,3,0.000,1.000,0.125,0.875
"executes",0,2,0.000,1.000,0.167,0.833
"despite",0,4,0.000,1.000,0.100,0.900
"execution",0,1,0.000,1.000,0.250,0.750
"general",0,2,0.000,1.000,0.167,0.833
"dealers",0,1,0.000,1.000,0.250,0.750
"afghanistan",0,7,0.000,1.000,0.062,0.938
"r.",0,2,0.000,1.000,0.167,0.833
"venkataraman",0,1,0.000,1.000,0.250,0.750
"dies",0,23,0.000,1.000,0.021,0.979
"98",0,2,0.000,1.000,0.167,0.833
"suicide",0,5,0.000,1.000,0.083,0.917
"bomber",0,3,0.000,1.000,0.125,0.875
"imprisoned",0,2,0.000,1.000,0.167,0.833
"queensland",0,3,0.000,1.000,0.125,0.875
"w-league",0,1,0.000,1.000,0.250,0.750
"final",0,9,0.000,1.000,0.050,0.950
"lighting",0,1,0.000,1.000,0.250,0.750
"cut",0,5,0.000,1.000,0.083,0.917
"inuk",0,1,0.000,1.000,0.250,0.750
"hunter",0,1,0.000,1.000,0.250,0.750
"adrift",0,1,0.000,1.000,0.250,0.750
"arctic",0,2,0.000,1.000,0.167,0.833
"floe",0,1,0.000,1.000,0.250,0.750
"remains",0,3,0.000,1.000,0.125,0.875
"mass",0,3,0.000,1.000,0.125,0.875
"confirm",0,2,0.000,1.000,0.167,0.833
"argentina",0,4,0.000,1.000,0.100,0.900
"death",0,10,0.000,1.000,0.045,0.955
"football:",0,4,0.000,1.000,0.100,0.900
"2010",0,5,0.000,1.000,0.083,0.917
"gippsland",0,2,0.000,1.000,0.167,0.833
"shape",0,5,0.000,1.000,0.083,0.917
"weeks",0,4,0.000,1.000,0.100,0.900
"local",0,1,0.000,1.000,0.250,0.750
"agencies",0,1,0.000,1.000,0.250,0.750
"minneapolis",0,2,0.000,1.000,0.167,0.833
"hire",0,1,0.000,1.000,0.250,0.750
"attendants",0,1,0.000,1.000,0.250,0.750
"banks",0,3,0.000,1.000,0.125,0.875
"stress",0,1,0.000,1.000,0.250,0.750
"recession",0,3,0.000,1.000,0.125,0.875
"wears",0,1,0.000,1.000,0.250,0.750
"officer",0,5,0.000,1.000,0.083,0.917
"killed",0,24,0.000,1.000,0.020,0.980
"south",0,12,0.000,1.000,0.038,0.962
"thailand",0,2,0.000,1.000,0.167,0.833
"blasts",0,2,0.000,1.000,0.167,0.833
"senior",0,2,0.000,1.000,0.167,0.833
"afghan",0,9,0.000,1.000,0.050,0.950
"taibu",0,1,0.000,1.000,0.250,0.750
"quits",0,1,0.000,1.000,0.250,0.750
"zimbabwe",0,3,0.000,1.000,0.125,0.875
"cricket",0,2,0.000,1.000,0.167,0.833
"further",0,2,0.000,1.000,0.167,0.833
"threats",0,3,0.000,1.000,0.125,0.875
"business",0,5,0.000,1.000,0.083,0.917
"loan",0,2,0.000,1.000,0.167,0.833
"bank",0,10,0.000,1.000,0.045,0.955
"brotherhood",0,1,0.000,1.000,0.250,0.750
"cuba",0,2,0.000,1.000,0.167,0.833
"open-source",0,1,0.000,1.000,0.250,0.750
"software",0,6,0.000,1.000,0.071,0.929
"dwarf",0,1,0.000,1.000,0.250,0.750
"glued",0,1,0.000,1.000,0.250,0.750
"vacuum",0,1,0.000,1.000,0.250,0.750
"cleaner",0,1,0.000,1.000,0.250,0.750
"bath",0,3,0.000,1.000,0.125,0.875
"botswana",0,1,0.000,1.000,0.250,0.750
"holds",0,1,0.000,1.000,0.250,0.750
"parliamentary",0,1,0.000,1.000,0.250,0.750
"elections",0,5,0.000,1.000,0.083,0.917
"search",0,2,0.000,1.000,0.167,0.833
"continues",0,1,0.000,1.000,0.250,0.750
"nine",0,5,0.000,1.000,0.083,0.917
"midair",0,1,0.000,1.000,0.250,0.750
"collision",0,4,0.000,1.000,0.100,0.900
"california",0,6,0.000,1.000,0.071,0.929
"tensions",0,3,0.000,1.000,0.125,0.875
"turkish",0,3,0.000,1.000,0.125,0.875
"plot",0,2,0.000,1.000,0.167,0.833
"mall",0,2,0.000,1.000,0.167,0.833
"fights",0,3,0.000,1.000,0.125,0.875
"concerns",0,1,0.000,1.000,0.250,0.750
"swine",0,3,0.000,1.000,0.125,0.875
"flu",0,6,0.000,1.000,0.071,0.929
"details",0,3,0.000,1.000,0.125,0.875
"emerge",0,1,0.000,1.000,0.250,0.750
"al-zarqawi's",0,1,0.000,1.000,0.250,0.750
"location",0,1,0.000,1.000,0.250,0.750
"pinned",0,1,0.000,1.000,0.250,0.750
"dvd",0,1,0.000,1.000,0.250,0.750
"format",0,1,0.000,1.000,0.250,0.750
"nearing",0,2,0.000,1.000,0.167,0.833
"deadline",0,1,0.000,1.000,0.250,0.750
"editors",0,1,0.000,1.000,0.250,0.750
"no.",0,3,0.000,1.000,0.125,0.875
"associated",0,1,0.000,1.000,0.250,0.750
"reporting",0,1,0.000,1.000,0.250,0.750
"scandal",0,1,0.000,1.000,0.250,0.750
"el",0,2,0.000,1.000,0.167,0.833
"salvador",0,2,0.000,1.000,0.167,0.833
"invoke",0,1,0.000,1.000,0.250,0.750
"rivalries",0,1,0.000,1.000,0.250,0.750
"olympic",0,2,0.000,1.000,0.167,0.833
"gold",0,1,0.000,1.000,0.250,0.750
"lysacek",0,1,0.000,1.000,0.250,0.750
"hero's",0,1,0.000,1.000,0.250,0.750
"welcome",0,1,0.000,1.000,0.250,0.750
"hometown",0,1,0.000,1.000,0.250,0.750
"activists",0,1,0.000,1.000,0.250,0.750
"protest",0,11,0.000,1.000,0.042,0.958
"americas",0,1,0.000,1.000,0.250,0.750
"macedonia",0,1,0.000,1.000,0.250,0.750
"compromise",0,2,0.000,1.000,0.167,0.833
"greece",0,1,0.000,1.000,0.250,0.750
"dispute",0,3,0.000,1.000,0.125,0.875
"alcatel",0,1,0.000,1.000,0.250,0.750
"chief",0,3,0.000,1.000,0.125,0.875
"rosy",0,1,0.000,1.000,0.250,0.750
"un",0,8,0.000,1.000,0.056,0.944
"official:",0,1,0.000,1.000,0.250,0.750
"dr",0,2,0.000,1.000,0.167,0.833
"congo",0,4,0.000,1.000,0.100,0.900
"‘rape",0,1,0.000,1.000,0.250,0.750
"world’",0,1,0.000,1.000,0.250,0.750
"strikes",0,4,0.000,1.000,0.100,0.900
"medicare",0,2,0.000,1.000,0.167,0.833
"quebec",0,1,0.000,1.000,0.250,0.750
"shadows",0,1,0.000,1.000,0.250,0.750
"violence",0,3,0.000,1.000,0.125,0.875
"cling",0,1,0.000,1.000,0.250,0.750
"politician",0,1,0.000,1.000,0.250,0.750
"cafe",0,1,0.000,1.000,0.250,0.750
"shifting",0,1,0.000,1.000,0.250,0.750
"archbishop",0,1,0.000,1.000,0.250,0.750
"abandons",0,1,0.000,1.000,0.250,0.750
"jersey",0,6,0.000,1.000,0.071,0.929
"pittsburgh",0,2,0.000,1.000,0.167,0.833
"dominates",0,1,0.000,1.000,0.250,0.750
"diego",0,1,0.000,1.000,0.250,0.750
"reach",0,4,0.000,1.000,0.100,0.900
"a.f.c.",0,2,0.000,1.000,0.167,0.833
"title",0,6,0.000,1.000,0.071,0.929
"speaks",0,1,0.000,1.000,0.250,0.750
"n.a.a.c.p.",0,1,0.000,1.000,0.250,0.750
"celebration",0,1,0.000,1.000,0.250,0.750
"path",0,1,0.000,1.000,0.250,0.750
"train",0,3,0.000,1.000,0.125,0.875
"bid",0,6,0.000,1.000,0.071,0.929
"organize",0,1,0.000,1.000,0.250,0.750
"nurses",0,1,0.000,1.000,0.250,0.750
"setback",0,1,0.000,1.000,0.250,0.750
"congress",0,2,0.000,1.000,0.167,0.833
"sox",0,1,0.000,1.000,0.250,0.750
"varitek",0,1,0.000,1.000,0.250,0.750
"agree",0,4,0.000,1.000,0.100,0.900
"1-year",0,1,0.000,1.000,0.250,0.750
"deal",0,5,0.000,1.000,0.083,0.917
"cup:",0,2,0.000,1.000,0.167,0.833
"coordinated",0,1,0.000,1.000,0.250,0.750
"terrorist",0,3,0.000,1.000,0.125,0.875
"beating",0,1,0.000,1.000,0.250,0.750
"harlem",0,1,0.000,1.000,0.250,0.750
"apple",0,5,0.000,1.000,0.083,0.917
"os",0,1,0.000,1.000,0.250,0.750
"x",0,1,0.000,1.000,0.250,0.750
"lion",0,1,0.000,1.000,0.250,0.750
"icloud",0,1,0.000,1.000,0.250,0.750
"louisville",0,1,0.000,1.000,0.250,0.750
"withstands",0,1,0.000,1.000,0.250,0.750
"villanova",0,2,0.000,1.000,0.167,0.833
"allow",0,2,0.000,1.000,0.167,0.833
"switch",0,1,0.000,1.000,0.250,0.750
"teams",0,1,0.000,1.000,0.250,0.750
"lesbians",0,1,0.000,1.000,0.250,0.750
"ruling",0,3,0.000,1.000,0.125,0.875
"upholds",0,1,0.000,1.000,0.250,0.750
"expulsion",0,1,0.000,1.000,0.250,0.750
"convicted",0,1,0.000,1.000,0.250,0.750
"assault",0,2,0.000,1.000,0.167,0.833
"mathematics",0,1,0.000,1.000,0.250,0.750
"threatened",0,1,0.000,1.000,0.250,0.750
"authorities",0,2,0.000,1.000,0.167,0.833
"myanmar",0,1,0.000,1.000,0.250,0.750
"pro-democracy",0,1,0.000,1.000,0.250,0.750
"cheney",0,2,0.000,1.000,0.167,0.833
"ovation",0,1,0.000,1.000,0.250,0.750
"shooting",0,5,0.000,1.000,0.083,0.917
"victim",0,1,0.000,1.000,0.250,0.750
"apologizes",0,1,0.000,1.000,0.250,0.750
"develops",0,1,0.000,1.000,0.250,0.750
"anti-virus",0,1,0.000,1.000,0.250,0.750
"suffers",0,2,0.000,1.000,0.167,0.833
"cardiology",0,1,0.000,1.000,0.250,0.750
"summit",0,2,0.000,1.000,0.167,0.833
"publish",0,1,0.000,1.000,0.250,0.750
"memoir",0,1,0.000,1.000,0.250,0.750
"cable",0,1,0.000,1.000,0.250,0.750
"regret",0,1,0.000,1.000,0.250,0.750
"online",0,6,0.000,1.000,0.071,0.929
"increase",0,4,0.000,1.000,0.100,0.900
"factory",0,3,0.000,1.000,0.125,0.875
"orders",0,2,0.000,1.000,0.167,0.833
"moldovan",0,2,0.000,1.000,0.167,0.833
"tells",0,2,0.000,1.000,0.167,0.833
"nato",0,1,0.000,1.000,0.250,0.750
"half",0,2,0.000,1.000,0.167,0.833
"million",0,8,0.000,1.000,0.056,0.944
"moldovans",0,1,0.000,1.000,0.250,0.750
"held",0,7,0.000,1.000,0.062,0.938
"hostage",0,2,0.000,1.000,0.167,0.833
"separatist",0,1,0.000,1.000,0.250,0.750
"transnistria",0,1,0.000,1.000,0.250,0.750
"mongolia's",0,1,0.000,1.000,0.250,0.750
"ex-communists",0,1,0.000,1.000,0.250,0.750
"ahead",0,2,0.000,1.000,0.167,0.833
"sunday's",0,1,0.000,1.000,0.250,0.750
"scientists",0,6,0.000,1.000,0.071,0.929
"whether",0,1,0.000,1.000,0.250,0.750
"hurricane",0,2,0.000,1.000,0.167,0.833
"katrina",0,1,0.000,1.000,0.250,0.750
"aggravated",0,1,0.000,1.000,0.250,0.750
"700",0,2,0.000,1.000,0.167,0.833
"troops",0,5,0.000,1.000,0.083,0.917
"salmonella",0,2,0.000,1.000,0.167,0.833
"pistachios",0,1,0.000,1.000,0.250,0.750
"spurs",0,1,0.000,1.000,0.250,0.750
"recall",0,4,0.000,1.000,0.100,0.900
"nokia",0,3,0.000,1.000,0.125,0.875
"launches",0,6,0.000,1.000,0.071,0.929
"euro",0,2,0.000,1.000,0.167,0.833
"2008:",0,1,0.000,1.000,0.250,0.750
"błaszczykowski",0,1,0.000,1.000,0.250,0.750
"injury",0,1,0.000,1.000,0.250,0.750
"damages",0,2,0.000,1.000,0.167,0.833
"poland's",0,1,0.000,1.000,0.250,0.750
"hopes",0,1,0.000,1.000,0.250,0.750
"forum",0,1,0.000,1.000,0.250,0.750
"mormon",0,1,0.000,1.000,0.250,0.750
"teens",0,3,0.000,1.000,0.125,0.875
"arizona",0,4,0.000,1.000,0.100,0.900
"hitler",0,1,0.000,1.000,0.250,0.750
"doll",0,1,0.000,1.000,0.250,0.750
"hoaxed",0,1,0.000,1.000,0.250,0.750
"pursues",0,1,0.000,1.000,0.250,0.750
"mayor",0,1,0.000,1.000,0.250,0.750
"japanese",0,7,0.000,1.000,0.062,0.938
"riot",0,1,0.000,1.000,0.250,0.750
"deployed",0,1,0.000,1.000,0.250,0.750
"consulates",0,1,0.000,1.000,0.250,0.750
"mets",0,3,0.000,1.000,0.125,0.875
"optimism",0,2,0.000,1.000,0.167,0.833
"building",0,1,0.000,1.000,0.250,0.750
"barcelona",0,2,0.000,1.000,0.167,0.833
"damaged",0,1,0.000,1.000,0.250,0.750
"explosion",0,5,0.000,1.000,0.083,0.917
"radiation",0,2,0.000,1.000,0.167,0.833
"ex-spy",0,1,0.000,1.000,0.250,0.750
"alexander",0,2,0.000,1.000,0.167,0.833
"litvinenko",0,1,0.000,1.000,0.250,0.750
"caterpillars",0,1,0.000,1.000,0.250,0.750
"temporary",0,1,0.000,1.000,0.250,0.750
"closure",0,2,0.000,1.000,0.167,0.833
"wisconsin",0,3,0.000,1.000,0.125,0.875
"state",0,15,0.000,1.000,0.031,0.969
"guinea",0,1,0.000,1.000,0.250,0.750
"arrests",0,3,0.000,1.000,0.125,0.875
"soldiers",0,2,0.000,1.000,0.167,0.833
"connection",0,2,0.000,1.000,0.167,0.833
"attempted",0,2,0.000,1.000,0.167,0.833
"assassination",0,2,0.000,1.000,0.167,0.833
"ioc",0,1,0.000,1.000,0.250,0.750
"lifts",0,1,0.000,1.000,0.250,0.750
"iraqi",0,4,0.000,1.000,0.100,0.900
"athletes",0,1,0.000,1.000,0.250,0.750
"participating",0,1,0.000,1.000,0.250,0.750
"beijing",0,4,0.000,1.000,0.100,0.900
"olympics",0,1,0.000,1.000,0.250,0.750
"deadly",0,3,0.000,1.000,0.125,0.875
"dayton",0,1,0.000,1.000,0.250,0.750
"ohio",0,2,0.000,1.000,0.167,0.833
"air",0,7,0.000,1.000,0.062,0.938
"killings",0,2,0.000,1.000,0.167,0.833
"computer",0,4,0.000,1.000,0.100,0.900
"professionals",0,1,0.000,1.000,0.250,0.750
"celebrate",0,1,0.000,1.000,0.250,0.750
"10th",0,1,0.000,1.000,0.250,0.750
"a.l.i.c.e.",0,1,0.000,1.000,0.250,0.750
"policy",0,3,0.000,1.000,0.125,0.875
"renewable",0,1,0.000,1.000,0.250,0.750
"launched",0,4,0.000,1.000,0.100,0.900
"newspaper",0,4,0.000,1.000,0.100,0.900
"expected",0,4,0.000,1.000,0.100,0.900
"30%",0,1,0.000,1.000,0.250,0.750
"drop",0,4,0.000,1.000,0.100,0.900
"uk",0,5,0.000,1.000,0.083,0.917
"multiple",0,2,0.000,1.000,0.167,0.833
"antibiotics",0,1,0.000,1.000,0.250,0.750
"fungus-farming",0,1,0.000,1.000,0.250,0.750
"ants",0,2,0.000,1.000,0.167,0.833
"colonies",0,1,0.000,1.000,0.250,0.750
"shuttle",0,2,0.000,1.000,0.167,0.833
"discovery",0,5,0.000,1.000,0.083,0.917
"delayed",0,2,0.000,1.000,0.167,0.833
"largest",0,5,0.000,1.000,0.083,0.917
"known",0,1,0.000,1.000,0.250,0.750
"prime",0,5,0.000,1.000,0.083,0.917
"numbers",0,2,0.000,1.000,0.167,0.833
"apart",0,1,0.000,1.000,0.250,0.750
"qualifies",0,1,0.000,1.000,0.250,0.750
"$100k",0,1,0.000,1.000,0.250,0.750
"prize",0,2,0.000,1.000,0.167,0.833
"suburb",0,2,0.000,1.000,0.167,0.833
"vibrant",0,1,0.000,1.000,0.250,0.750
"strings",0,1,0.000,1.000,0.250,0.750
"weapons",0,4,0.000,1.000,0.100,0.900
"faslane",0,1,0.000,1.000,0.250,0.750
"leads",0,3,0.000,1.000,0.125,0.875
"47",0,2,0.000,1.000,0.167,0.833
"vice",0,1,0.000,1.000,0.250,0.750
"biden",0,1,0.000,1.000,0.250,0.750
"sanctions",0,1,0.000,1.000,0.250,0.750
"likely",0,2,0.000,1.000,0.167,0.833
"f.b.i.",0,2,0.000,1.000,0.167,0.833
"lab",0,1,0.000,1.000,0.250,0.750
"growing",0,1,0.000,1.000,0.250,0.750
"database",0,1,0.000,1.000,0.250,0.750
"dna",0,4,0.000,1.000,0.100,0.900
"strong",0,5,0.000,1.000,0.083,0.917
"elizabeth",0,1,0.000,1.000,0.250,0.750
"ii",0,2,0.000,1.000,0.167,0.833
"annuls",0,1,0.000,1.000,0.250,0.750
"fred",0,2,0.000,1.000,0.167,0.833
"goodwin",0,1,0.000,1.000,0.250,0.750
"knighthood",0,1,0.000,1.000,0.250,0.750
"anti-tax",0,1,0.000,1.000,0.250,0.750
"tea",0,1,0.000,1.000,0.250,0.750
"parties",0,1,0.000,1.000,0.250,0.750
"usa",0,4,0.000,1.000,0.100,0.900
"e.p.a.",0,1,0.000,1.000,0.250,0.750
"regulate",0,2,0.000,1.000,0.167,0.833
"carbon",0,1,0.000,1.000,0.250,0.750
"dioxide",0,1,0.000,1.000,0.250,0.750
"heat-trapping",0,1,0.000,1.000,0.250,0.750
"gases",0,1,0.000,1.000,0.250,0.750
"g.o.p.",0,2,0.000,1.000,0.167,0.833
"utah",0,5,0.000,1.000,0.083,0.917
"kers",0,1,0.000,1.000,0.250,0.750
"formula",0,4,0.000,1.000,0.100,0.900
"boost",0,1,0.000,1.000,0.250,0.750
"backfire?",0,1,0.000,1.000,0.250,0.750
"chinese",0,6,0.000,1.000,0.071,0.929
"exports",0,1,0.000,1.000,0.250,0.750
"22.6%",0,1,0.000,1.000,0.250,0.750
"officials",0,8,0.000,1.000,0.056,0.944
"migrant",0,1,0.000,1.000,0.250,0.750
"calais",0,1,0.000,1.000,0.250,0.750
"directv",0,1,0.000,1.000,0.250,0.750
"tunes",0,1,0.000,1.000,0.250,0.750
"trio",0,1,0.000,1.000,0.250,0.750
"network",0,4,0.000,1.000,0.100,0.900
"limbo",0,1,0.000,1.000,0.250,0.750
"somali",0,2,0.000,1.000,0.167,0.833
"radio",0,3,0.000,1.000,0.125,0.875
"stations",0,1,0.000,1.000,0.250,0.750
"stopped",0,1,0.000,1.000,0.250,0.750
"militants",0,2,0.000,1.000,0.167,0.833
"presidential",0,7,0.000,1.000,0.062,0.938
"gene",0,2,0.000,1.000,0.167,0.833
"amondson",0,1,0.000,1.000,0.250,0.750
"stroke",0,2,0.000,1.000,0.167,0.833
"tour",0,6,0.000,1.000,0.071,0.929
"de",0,4,0.000,1.000,0.100,0.900
"taispo",0,1,0.000,1.000,0.250,0.750
"cycle:",0,1,0.000,1.000,0.250,0.750
"3-in-1",0,1,0.000,1.000,0.250,0.750
"flooding",0,2,0.000,1.000,0.167,0.833
"91",0,2,0.000,1.000,0.167,0.833
"sandy",0,1,0.000,1.000,0.250,0.750
"strip",0,2,0.000,1.000,0.167,0.833
"tales",0,1,0.000,1.000,0.250,0.750
"suffering",0,2,0.000,1.000,0.167,0.833
"traps",0,2,0.000,1.000,0.167,0.833
"thousands",0,8,0.000,1.000,0.056,0.944
"forgoing",0,1,0.000,1.000,0.250,0.750
"misadventures",0,1,0.000,1.000,0.250,0.750
"quietly",0,1,0.000,1.000,0.250,0.750
"warns",0,7,0.000,1.000,0.062,0.938
"israeli",0,5,0.000,1.000,0.083,0.917
"invasion",0,1,0.000,1.000,0.250,0.750
"uninvited",0,1,0.000,1.000,0.250,0.750
"passes",0,4,0.000,1.000,0.100,0.900
"checkpoint",0,1,0.000,1.000,0.250,0.750
"crashes",0,7,0.000,1.000,0.062,0.938
"mccain's",0,1,0.000,1.000,0.250,0.750
"palin",0,2,0.000,1.000,0.167,0.833
"aides",0,1,0.000,1.000,0.250,0.750
"insist",0,1,0.000,1.000,0.250,0.750
"thorough",0,1,0.000,1.000,0.250,0.750
"vetting",0,1,0.000,1.000,0.250,0.750
"process",0,2,0.000,1.000,0.167,0.833
"lange",0,1,0.000,1.000,0.250,0.750
"zealand",0,8,0.000,1.000,0.056,0.944
"minister",0,4,0.000,1.000,0.100,0.900
"63",0,1,0.000,1.000,0.250,0.750
"alesis",0,1,0.000,1.000,0.250,0.750
"tapelink",0,1,0.000,1.000,0.250,0.750
"moves",0,3,0.000,1.000,0.125,0.875
"cassette",0,1,0.000,1.000,0.250,0.750
"cd",0,1,0.000,1.000,0.250,0.750
"citigroup",0,1,0.000,1.000,0.250,0.750
"shakes",0,3,0.000,1.000,0.125,0.875
"management",0,1,0.000,1.000,0.250,0.750
"defies",0,1,0.000,1.000,0.250,0.750
"web",0,6,0.000,1.000,0.071,0.929
"censors",0,1,0.000,1.000,0.250,0.750
"rebuke",0,1,0.000,1.000,0.250,0.750
"china",0,9,0.000,1.000,0.050,0.950
"blackberry",0,2,0.000,1.000,0.167,0.833
"maker",0,4,0.000,1.000,0.100,0.900
"forecasts",0,2,0.000,1.000,0.167,0.833
"disappointing",0,1,0.000,1.000,0.250,0.750
"vermont",0,1,0.000,1.000,0.250,0.750
"senate",0,6,0.000,1.000,0.071,0.929
"panel",0,1,0.000,1.000,0.250,0.750
"same-sex",0,3,0.000,1.000,0.125,0.875
"bush",0,7,0.000,1.000,0.062,0.938
"visits",0,2,0.000,1.000,0.167,0.833
"stars",0,1,0.000,1.000,0.250,0.750
"aishwarya",0,1,0.000,1.000,0.250,0.750
"rai",0,1,0.000,1.000,0.250,0.750
"abhishek",0,1,0.000,1.000,0.250,0.750
"bachchan",0,1,0.000,1.000,0.250,0.750
"investigate",0,2,0.000,1.000,0.167,0.833
"abductions",0,1,0.000,1.000,0.250,0.750
"journalists",0,4,0.000,1.000,0.100,0.900
"swedish",0,1,0.000,1.000,0.250,0.750
"foreign",0,1,0.000,1.000,0.250,0.750
"ministers",0,1,0.000,1.000,0.250,0.750
"standpoint",0,1,0.000,1.000,0.250,0.750
"subtle",0,1,0.000,1.000,0.250,0.750
"less",0,1,0.000,1.000,0.250,0.750
"grace",0,3,0.000,1.000,0.125,0.875
"flexibility",0,1,0.000,1.000,0.250,0.750
"labels",0,1,0.000,1.000,0.250,0.750
"start-ups",0,2,0.000,1.000,0.167,0.833
"thrive",0,1,0.000,1.000,0.250,0.750
"sees",0,4,0.000,1.000,0.100,0.900
"smaller",0,1,0.000,1.000,0.250,0.750
"g.m.",0,6,0.000,1.000,0.071,0.929
"future",0,1,0.000,1.000,0.250,0.750
"series",0,3,0.000,1.000,0.125,0.875
"rangers",0,2,0.000,1.000,0.167,0.833
"contain",0,1,0.000,1.000,0.250,0.750
"avery",0,1,0.000,1.000,0.250,0.750
"parched",0,1,0.000,1.000,0.250,0.750
"worries",0,1,0.000,1.000,0.250,0.750
"philippine",0,1,0.000,1.000,0.250,0.750
"ferry",0,1,0.000,1.000,0.250,0.750
"anti-war",0,1,0.000,1.000,0.250,0.750
"protests",0,6,0.000,1.000,0.071,0.929
"glasgow",0,1,0.000,1.000,0.250,0.750
"a.m.d.",0,1,0.000,1.000,0.250,0.750
"reports",0,2,0.000,1.000,0.167,0.833
"narrower",0,1,0.000,1.000,0.250,0.750
"chess",0,1,0.000,1.000,0.250,0.750
"champion",0,1,0.000,1.000,0.250,0.750
"fritzed",0,1,0.000,1.000,0.250,0.750
"returned",0,2,0.000,1.000,0.167,0.833
"consider",0,3,0.000,1.000,0.125,0.875
"fta",0,1,0.000,1.000,0.250,0.750
"amendment",0,1,0.000,1.000,0.250,0.750
"scientist",0,2,0.000,1.000,0.167,0.833
"predicted",0,1,0.000,1.000,0.250,0.750
"ignored",0,1,0.000,1.000,0.250,0.750
"plate",0,1,0.000,1.000,0.250,0.750
"speaking",0,1,0.000,1.000,0.250,0.750
"driver",0,1,0.000,1.000,0.250,0.750
"state?",0,1,0.000,1.000,0.250,0.750
"algerian",0,1,0.000,1.000,0.250,0.750
"mecca;",0,1,0.000,1.000,0.250,0.750
"rape",0,4,0.000,1.000,0.100,0.900
"suspected",0,2,0.000,1.000,0.167,0.833
"european",0,8,0.000,1.000,0.056,0.944
"shares",0,2,0.000,1.000,0.167,0.833
"mixed",0,1,0.000,1.000,0.250,0.750
"mi5",0,1,0.000,1.000,0.250,0.750
"critical",0,1,0.000,1.000,0.250,0.750
"h5n1",0,1,0.000,1.000,0.250,0.750
"avian",0,1,0.000,1.000,0.250,0.750
