Word,Clickbait,Non-clickbait,Clickbait probability,Non-Clickbait probability,Clickbait normal probability,Non-clickbait normal probability
"bragging",1,0,1.000,0.000,0.750,0.250
"sequel",1,1,0.500,0.500,0.500,0.500
"cloverfield",1,0,1.000,0.000,0.750,0.250
"filthy",2,0,1.000,0.000,0.833,0.167
"betty",1,0,1.000,0.000,0.750,0.250
"barker",1,1,0.500,0.500,0.500,0.500
"containers",1,0,1.000,0.000,0.750,0.250
"organize",2,1,0.667,0.333,0.625,0.375
"presented",1,1,0.500,0.500,0.500,0.500
"phobia",1,0,1.000,0.000,0.750,0.250
"skillet",1,0,1.000,0.000,0.750,0.250
"root",1,1,0.500,0.500,0.500,0.500
"float",1,0,1.000,0.000,0.750,0.250
"scratch",3,1,0.750,0.250,0.700,0.300
"$900",1,0,1.000,0.000,0.750,0.250
"studios",1,3,0.250,0.750,0.300,0.700
"swims",1,0,1.000,0.000,0.750,0.250
"caterers",1,0,1.000,0.000,0.750,0.250
"donated",1,0,1.000,0.000,0.750,0.250
"seasonal",1,0,1.000,0.000,0.750,0.250
"allergy",1,0,1.000,0.000,0.750,0.250
"siri",3,0,1.000,0.000,0.875,0.125
"a.i.",1,0,1.000,0.000,0.750,0.250
"huntsman",1,1,0.500,0.500,0.500,0.500
"rockin",1,0,1.000,0.000,0.750,0.250
"boxers",1,0,1.000,0.000,0.750,0.250
"lunar",1,5,0.167,0.833,0.214,0.786
"office?",1,0,1.000,0.000,0.750,0.250
"haim",1,0,1.000,0.000,0.750,0.250
"herre",1,0,1.000,0.000,0.750,0.250
"skydiver",1,0,1.000,0.000,0.750,0.250
"jumping",1,0,1.000,0.000,0.750,0.250
"whishaw",1,0,1.000,0.000,0.750,0.250
"sri",1,21,0.045,0.955,0.065,0.935
"lanka",1,15,0.062,0.938,0.088,0.912
"spilling",1,0,1.000,0.000,0.750,0.250
"oscar-nominated",1,0,1.000,0.000,0.750,0.250
"wikihow",1,1,0.500,0.500,0.500,0.500
"urine",1,2,0.333,0.667,0.375,0.625
"disgusted",1,0,1.000,0.000,0.750,0.250
"20-something",1,0,1.000,0.000,0.750,0.250
"$4",1,1,0.500,0.500,0.500,0.500
"handbags",1,0,1.000,0.000,0.750,0.250
"crucial",3,2,0.600,0.400,0.583,0.417
"washes",1,1,0.500,0.500,0.500,0.500
"requirement",1,1,0.500,0.500,0.500,0.500
"theater",2,2,0.500,0.500,0.500,0.500
"moviegoing",1,0,1.000,0.000,0.750,0.250
"lychee",1,0,1.000,0.000,0.750,0.250
"bulges",1,0,1.000,0.000,0.750,0.250
"cis",1,0,1.000,0.000,0.750,0.250
"ex-boyfriend's",1,0,1.000,0.000,0.750,0.250
"39:",1,0,1.000,0.000,0.750,0.250
"betrayer",1,0,1.000,0.000,0.750,0.250
"/",1,0,1.000,0.000,0.750,0.250
"mozart",1,0,1.000,0.000,0.750,0.250
"selling",3,5,0.375,0.625,0.389,0.611
"authentic",1,0,1.000,0.000,0.750,0.250
"shaving",1,0,1.000,0.000,0.750,0.250
"pubes",1,0,1.000,0.000,0.750,0.250
"ruth",1,0,1.000,0.000,0.750,0.250
"bader",1,0,1.000,0.000,0.750,0.250
"ginsburg",1,2,0.333,0.667,0.375,0.625
"45-year-old",1,0,1.000,0.000,0.750,0.250
"climbed",2,0,1.000,0.000,0.833,0.167
"machu",1,1,0.500,0.500,0.500,0.500
"picchu",1,1,0.500,0.500,0.500,0.500
"overnight",1,1,0.500,0.500,0.500,0.500
"oats",1,0,1.000,0.000,0.750,0.250
"pomeranian",1,0,1.000,0.000,0.750,0.250
"bite",1,1,0.500,0.500,0.500,0.500
"string",1,3,0.250,0.750,0.300,0.700
"homophobia",2,0,1.000,0.000,0.833,0.167
"wardrobes",1,0,1.000,0.000,0.750,0.250
"stereotypes",2,1,0.667,0.333,0.625,0.375
"approximately",1,1,0.500,0.500,0.500,0.500
"inches",1,1,0.500,0.500,0.500,0.500
"crayola",2,0,1.000,0.000,0.833,0.167
"crayon",1,0,1.000,0.000,0.750,0.250
"nook",1,0,1.000,0.000,0.750,0.250
"hader",1,0,1.000,0.000,0.750,0.250
"$ave",1,0,1.000,0.000,0.750,0.250
"dat",1,0,1.000,0.000,0.750,0.250
"censorship",1,3,0.250,0.750,0.300,0.700
"false",2,3,0.400,0.600,0.417,0.583
"marc",1,1,0.500,0.500,0.500,0.500
"bullfrog",1,0,1.000,0.000,0.750,0.250
"annie",1,0,1.000,0.000,0.750,0.250
"clark",2,1,0.667,0.333,0.625,0.375
"rather?",1,0,1.000,0.000,0.750,0.250
"kisser",1,0,1.000,0.000,0.750,0.250
"dawson's",1,0,1.000,0.000,0.750,0.250
"creek",1,0,1.000,0.000,0.750,0.250
"magicians",1,1,0.500,0.500,0.500,0.500
"magic:",1,0,1.000,0.000,0.750,0.250
"gathering",1,0,1.000,0.000,0.750,0.250
"shark",1,3,0.250,0.750,0.300,0.700
"flower-inspired",1,0,1.000,0.000,0.750,0.250
"interesting",1,0,1.000,0.000,0.750,0.250
"befriending",1,0,1.000,0.000,0.750,0.250
"incarcerated",1,0,1.000,0.000,0.750,0.250
"male-brides",1,0,1.000,0.000,0.750,0.250
"bf",1,0,1.000,0.000,0.750,0.250
"diversify",1,1,0.500,0.500,0.500,0.500
"bookshelf",1,0,1.000,0.000,0.750,0.250
"bulldogs",1,0,1.000,0.000,0.750,0.250
"linda",1,0,1.000,0.000,0.750,0.250
"pennsylvania",1,12,0.077,0.923,0.107,0.893
"time-saving",1,0,1.000,0.000,0.750,0.250
"prepare",1,9,0.100,0.900,0.136,0.864
"salem",1,0,1.000,0.000,0.750,0.250
"binx",2,0,1.000,0.000,0.833,0.167
"correctly",1,0,1.000,0.000,0.750,0.250
"myth",1,0,1.000,0.000,0.750,0.250
"hymen",1,0,1.000,0.000,0.750,0.250
"virginity",1,0,1.000,0.000,0.750,0.250
"busted",1,0,1.000,0.000,0.750,0.250
"cristiano",1,1,0.500,0.500,0.500,0.500
"ronaldo",1,2,0.333,0.667,0.375,0.625
"illustrators",1,0,1.000,0.000,0.750,0.250
"empower",1,0,1.000,0.000,0.750,0.250
"transcended",1,0,1.000,0.000,0.750,0.250
"phrase",1,0,1.000,0.000,0.750,0.250
"beer-battered",1,0,1.000,0.000,0.750,0.250
"tikka",1,0,1.000,0.000,0.750,0.250
"intimate",1,0,1.000,0.000,0.750,0.250
"bobby",2,1,0.667,0.333,0.625,0.375
"jindal",1,1,0.500,0.500,0.500,0.500
"uncontested",1,0,1.000,0.000,0.750,0.250
"julie",2,1,0.667,0.333,0.625,0.375
"andrews",2,0,1.000,0.000,0.833,0.167
"outdid",1,0,1.000,0.000,0.750,0.250
"oct.",1,0,1.000,0.000,0.750,0.250
"link",1,7,0.125,0.875,0.167,0.833
"walks",2,2,0.500,0.500,0.500,0.500
"predictable",1,2,0.333,0.667,0.375,0.625
"thackery",1,0,1.000,0.000,0.750,0.250
"crashed",1,6,0.143,0.857,0.187,0.813
"lee",1,2,0.333,0.667,0.375,0.625
"curtis",1,0,1.000,0.000,0.750,0.250
"melanie",1,0,1.000,0.000,0.750,0.250
"boo",1,1,0.500,0.500,0.500,0.500
"clapbacks",1,0,1.000,0.000,0.750,0.250
"fleur",1,0,1.000,0.000,0.750,0.250
"delacour",1,0,1.000,0.000,0.750,0.250
"usc's",1,0,1.000,0.000,0.750,0.250
"new-ish",1,0,1.000,0.000,0.750,0.250
"publishes",1,4,0.200,0.800,0.250,0.750
"paige",1,0,1.000,0.000,0.750,0.250
"replies",1,0,1.000,0.000,0.750,0.250
"daughter:",1,0,1.000,0.000,0.750,0.250
"enchiladas",1,0,1.000,0.000,0.750,0.250
"saskatchewan's",1,0,1.000,0.000,0.750,0.250
"skies",1,0,1.000,0.000,0.750,0.250
"31:",1,0,1.000,0.000,0.750,0.250
"gon",1,0,1.000,0.000,0.750,0.250
"blackness",3,0,1.000,0.000,0.875,0.125
"typos",1,0,1.000,0.000,0.750,0.250
"fright",2,0,1.000,0.000,0.833,0.167
"korea's",1,2,0.333,0.667,0.375,0.625
"interiors",1,0,1.000,0.000,0.750,0.250
"confronted",2,0,1.000,0.000,0.833,0.167
"homage",1,1,0.500,0.500,0.500,0.500
"pirates",1,26,0.037,0.963,0.054,0.946
"eyepatches",1,0,1.000,0.000,0.750,0.250
"lengths",1,0,1.000,0.000,0.750,0.250
"murray",1,4,0.200,0.800,0.250,0.750
"kardashian-jenner",1,0,1.000,0.000,0.750,0.250
"insides",1,0,1.000,0.000,0.750,0.250
"trains",1,4,0.200,0.800,0.250,0.750
"unsee",1,0,1.000,0.000,0.750,0.250
"fan-made",1,0,1.000,0.000,0.750,0.250
"puts",1,11,0.083,0.917,0.115,0.885
"perspective",2,3,0.400,0.600,0.417,0.583
"articles",2,8,0.200,0.800,0.227,0.773
"improves",1,0,1.000,0.000,0.750,0.250
"thunderstorm",1,1,0.500,0.500,0.500,0.500
"mount",2,6,0.250,0.750,0.278,0.722
"etna",1,0,1.000,0.000,0.750,0.250
"heard",5,0,1.000,0.000,0.917,0.083
"switched",1,1,0.500,0.500,0.500,0.500
"gordon",2,8,0.200,0.800,0.227,0.773
"ramsay's",1,1,0.500,0.500,0.500,0.500
"masterchef",1,0,1.000,0.000,0.750,0.250
"hell's",1,0,1.000,0.000,0.750,0.250
"virat",1,0,1.000,0.000,0.750,0.250
"kohli",1,0,1.000,0.000,0.750,0.250
"gender-based",1,0,1.000,0.000,0.750,0.250
"merry",1,1,0.500,0.500,0.500,0.500
"potions",1,0,1.000,0.000,0.750,0.250
"o.w.l",1,0,1.000,0.000,0.750,0.250
"bumps",1,1,0.500,0.500,0.500,0.500
"arms",2,13,0.133,0.867,0.156,0.844
"self-care",1,0,1.000,0.000,0.750,0.250
"routines",1,0,1.000,0.000,0.750,0.250
"unmistakable",1,0,1.000,0.000,0.750,0.250
"acoustic",1,0,1.000,0.000,0.750,0.250
"blank",1,0,1.000,0.000,0.750,0.250
"breathless",1,0,1.000,0.000,0.750,0.250
"unraveling",1,0,1.000,0.000,0.750,0.250
"turbans",1,0,1.000,0.000,0.750,0.250
"kaling",3,0,1.000,0.000,0.875,0.125
"jonathan",1,0,1.000,0.000,0.750,0.250
"cheban",1,0,1.000,0.000,0.750,0.250
"jars",1,1,0.500,0.500,0.500,0.500
"devastate",1,0,1.000,0.000,0.750,0.250
"pattern",2,0,1.000,0.000,0.833,0.167
"behavior",1,2,0.333,0.667,0.375,0.625
"30s",1,0,1.000,0.000,0.750,0.250
"simon",1,1,0.500,0.500,0.500,0.500
"amstell",1,0,1.000,0.000,0.750,0.250
"buzzcocks",1,0,1.000,0.000,0.750,0.250
"begged",1,0,1.000,0.000,0.750,0.250
"daylight",1,1,0.500,0.500,0.500,0.500
"savings",1,1,0.500,0.500,0.500,0.500
"lame-ass",1,0,1.000,0.000,0.750,0.250
"toronto's",1,1,0.500,0.500,0.500,0.500
"skydome",1,0,1.000,0.000,0.750,0.250
"time-lapse",1,0,1.000,0.000,0.750,0.250
"fry",1,1,0.500,0.500,0.500,0.500
"africa",1,25,0.038,0.962,0.056,0.944
"pops",1,0,1.000,0.000,0.750,0.250
"irresponsible",1,0,1.000,0.000,0.750,0.250
"shay",1,0,1.000,0.000,0.750,0.250
"mitchell",1,1,0.500,0.500,0.500,0.500
"lots",2,3,0.400,0.600,0.417,0.583
"delightfully",3,0,1.000,0.000,0.875,0.125
"$10",1,3,0.250,0.750,0.300,0.700
"nightmares:",1,0,1.000,0.000,0.750,0.250
"clown",1,0,1.000,0.000,0.750,0.250
"genitalia",1,0,1.000,0.000,0.750,0.250
"ta'rhonda",1,0,1.000,0.000,0.750,0.250
"ramona",1,0,1.000,0.000,0.750,0.250
"5-foot-9",1,0,1.000,0.000,0.750,0.250
"crohn's",1,0,1.000,0.000,0.750,0.250
"deceiving",1,0,1.000,0.000,0.750,0.250
"clouds",1,2,0.333,0.667,0.375,0.625
"potatoes",1,0,1.000,0.000,0.750,0.250
"personalities",1,0,1.000,0.000,0.750,0.250
"tastes",1,0,1.000,0.000,0.750,0.250
"verklempt",1,0,1.000,0.000,0.750,0.250
"flipped",1,0,1.000,0.000,0.750,0.250
"scaring",1,0,1.000,0.000,0.750,0.250
"filters",1,0,1.000,0.000,0.750,0.250
"cocktail",1,0,1.000,0.000,0.750,0.250
"tipsy",2,0,1.000,0.000,0.833,0.167
"poor",1,5,0.167,0.833,0.214,0.786
"porcupine",1,0,1.000,0.000,0.750,0.250
"89-year-old",1,0,1.000,0.000,0.750,0.250
"gopro",1,0,1.000,0.000,0.750,0.250
"kindergarten",1,0,1.000,0.000,0.750,0.250
"knocked",2,1,0.667,0.333,0.625,0.375
"meanwhile",1,0,1.000,0.000,0.750,0.250
"complained",1,0,1.000,0.000,0.750,0.250
"spanish-speaking",1,0,1.000,0.000,0.750,0.250
"kmart",1,0,1.000,0.000,0.750,0.250
"relative",1,1,0.500,0.500,0.500,0.500
"guitar",1,1,0.500,0.500,0.500,0.500
"todd",1,1,0.500,0.500,0.500,0.500
"chrisley",1,0,1.000,0.000,0.750,0.250
"liberty",1,4,0.200,0.800,0.250,0.750
"neuroatypical",1,0,1.000,0.000,0.750,0.250
"blushed",1,0,1.000,0.000,0.750,0.250
"starred",2,0,1.000,0.000,0.833,0.167
"scientific",2,1,0.667,0.333,0.625,0.375
"latinos",2,0,1.000,0.000,0.833,0.167
"cane",1,0,1.000,0.000,0.750,0.250
"precious",1,0,1.000,0.000,0.750,0.250
"101",2,2,0.500,0.500,0.500,0.500
"dalmatians",1,0,1.000,0.000,0.750,0.250
"alternative",1,3,0.250,0.750,0.300,0.700
"wednesday",1,1,0.500,0.500,0.500,0.500
"cut",2,39,0.049,0.951,0.060,0.940
"easiest",2,0,1.000,0.000,0.833,0.167
"nickname",2,0,1.000,0.000,0.833,0.167
"lane",2,0,1.000,0.000,0.833,0.167
"idiots",1,0,1.000,0.000,0.750,0.250
"dermatologists",1,0,1.000,0.000,0.750,0.250
"entitled",1,1,0.500,0.500,0.500,0.500
"starkist",1,0,1.000,0.000,0.750,0.250
"tuna",1,0,1.000,0.000,0.750,0.250
"ingenuity",1,0,1.000,0.000,0.750,0.250
"bounds",1,0,1.000,0.000,0.750,0.250
"fuckboys",2,0,1.000,0.000,0.833,0.167
"officiated",1,1,0.500,0.500,0.500,0.500
"(read",1,0,1.000,0.000,0.750,0.250
"levar",1,0,1.000,0.000,0.750,0.250
"burton)",1,0,1.000,0.000,0.750,0.250
"suspended",1,5,0.167,0.833,0.214,0.786
"philosophy",2,1,0.667,0.333,0.625,0.375
"bulldog",1,0,1.000,0.000,0.750,0.250
"emotionally",1,0,1.000,0.000,0.750,0.250
"wreck",1,2,0.333,0.667,0.375,0.625
"farewell",1,2,0.333,0.667,0.375,0.625
"9-year-old",1,0,1.000,0.000,0.750,0.250
"cerebral",2,0,1.000,0.000,0.833,0.167
"palsy",2,0,1.000,0.000,0.833,0.167
"everton's",1,0,1.000,0.000,0.750,0.250
"goal",1,7,0.125,0.875,0.167,0.833
"paleta",1,0,1.000,0.000,0.750,0.250
"payaso",1,0,1.000,0.000,0.750,0.250
"cash",1,13,0.071,0.929,0.100,0.900
"sandwich",2,0,1.000,0.000,0.833,0.167
"influencers",1,0,1.000,0.000,0.750,0.250
"accept",1,5,0.167,0.833,0.214,0.786
"car's",1,0,1.000,0.000,0.750,0.250
"ten",1,18,0.053,0.947,0.075,0.925
"china",2,107,0.018,0.982,0.023,0.977
"brothers-style",1,0,1.000,0.000,0.750,0.250
"complicated",1,0,1.000,0.000,0.750,0.250
"math",2,0,1.000,0.000,0.833,0.167
"homework",1,0,1.000,0.000,0.750,0.250
"bearable",1,0,1.000,0.000,0.750,0.250
"dark?",1,0,1.000,0.000,0.750,0.250
"mag",1,0,1.000,0.000,0.750,0.250
"blasted",2,0,1.000,0.000,0.833,0.167
"disability",1,0,1.000,0.000,0.750,0.250
"advocates",1,3,0.250,0.750,0.300,0.700
"birmingham's",1,0,1.000,0.000,0.750,0.250
"year-round",1,0,1.000,0.000,0.750,0.250
"beardless",1,0,1.000,0.000,0.750,0.250
"beards",2,0,1.000,0.000,0.833,0.167
"alter",1,3,0.250,0.750,0.300,0.700
"egos",1,0,1.000,0.000,0.750,0.250
"finished",2,0,1.000,0.000,0.833,0.167
"visibility",1,0,1.000,0.000,0.750,0.250
"powerline",1,0,1.000,0.000,0.750,0.250
"cart",1,1,0.500,0.500,0.500,0.500
"pandas",2,1,0.667,0.333,0.625,0.375
"arrives",1,9,0.100,0.900,0.136,0.864
"dire",1,1,0.500,0.500,0.500,0.500
"exorcism",1,1,0.500,0.500,0.500,0.500
"believers",1,0,1.000,0.000,0.750,0.250
"ouija",1,0,1.000,0.000,0.750,0.250
"dangerously",1,1,0.500,0.500,0.500,0.500
"dangling",1,0,1.000,0.000,0.750,0.250
"ski",2,2,0.500,0.500,0.500,0.500
"christian",4,12,0.250,0.750,0.265,0.735
"~scandalous~",1,0,1.000,0.000,0.750,0.250
"usher",1,0,1.000,0.000,0.750,0.250
"creatures",1,0,1.000,0.000,0.750,0.250
"hadid's",2,0,1.000,0.000,0.833,0.167
"nut",1,0,1.000,0.000,0.750,0.250
"blondeney",1,0,1.000,0.000,0.750,0.250
"brunetteney",1,0,1.000,0.000,0.750,0.250
"shittier",1,0,1.000,0.000,0.750,0.250
"condoms",2,1,0.667,0.333,0.625,0.375
"brownies",2,0,1.000,0.000,0.833,0.167
"tie",1,5,0.167,0.833,0.214,0.786
"losers",1,1,0.500,0.500,0.500,0.500
"willy",1,1,0.500,0.500,0.500,0.500
"wonka",1,0,1.000,0.000,0.750,0.250
"comfy",2,0,1.000,0.000,0.833,0.167
"aware",1,0,1.000,0.000,0.750,0.250
"aretha",1,0,1.000,0.000,0.750,0.250
"franklin",1,0,1.000,0.000,0.750,0.250
"carole",1,0,1.000,0.000,0.750,0.250
"handed",1,3,0.250,0.750,0.300,0.700
"strangers",4,1,0.800,0.200,0.750,0.250
"unbearable",1,0,1.000,0.000,0.750,0.250
"hannibal",1,0,1.000,0.000,0.750,0.250
"temperaments",1,0,1.000,0.000,0.750,0.250
"podcasts",2,0,1.000,0.000,0.833,0.167
"self-respecting",1,0,1.000,0.000,0.750,0.250
"of-this-world",1,0,1.000,0.000,0.750,0.250
"die-hard",1,0,1.000,0.000,0.750,0.250
"busy",1,4,0.200,0.800,0.250,0.750
"logical",1,0,1.000,0.000,0.750,0.250
"alert:",1,0,1.000,0.000,0.750,0.250
"bonus",1,3,0.250,0.750,0.300,0.700
"mary-kate",2,0,1.000,0.000,0.833,0.167
"u",1,0,1.000,0.000,0.750,0.250
"invaded",1,0,1.000,0.000,0.750,0.250
"apartments",1,0,1.000,0.000,0.750,0.250
"u-haul",1,0,1.000,0.000,0.750,0.250
"organist",1,0,1.000,0.000,0.750,0.250
"progressive",1,0,1.000,0.000,0.750,0.250
"recovery",1,11,0.083,0.917,0.115,0.885
"predictions",1,0,1.000,0.000,0.750,0.250
"else's",1,0,1.000,0.000,0.750,0.250
"madly",1,0,1.000,0.000,0.750,0.250
"pun-lovers",1,0,1.000,0.000,0.750,0.250
"district",1,4,0.200,0.800,0.250,0.750
"magistrate",1,1,0.500,0.500,0.500,0.500
"widow",2,1,0.667,0.333,0.625,0.375
"dispel",1,0,1.000,0.000,0.750,0.250
"superstitions",1,0,1.000,0.000,0.750,0.250
"ronda",1,0,1.000,0.000,0.750,0.250
"rousey",1,0,1.000,0.000,0.750,0.250
"producing",1,0,1.000,0.000,0.750,0.250
"asl",1,0,1.000,0.000,0.750,0.250
"interpretation",1,1,0.500,0.500,0.500,0.500
"within",2,2,0.500,0.500,0.500,0.500
"knit",1,0,1.000,0.000,0.750,0.250
"elementary",2,0,1.000,0.000,0.833,0.167
"virgo",1,0,1.000,0.000,0.750,0.250
"crusade",1,0,1.000,0.000,0.750,0.250
"asian-american",1,0,1.000,0.000,0.750,0.250
"germaphobe",1,0,1.000,0.000,0.750,0.250
"android",2,0,1.000,0.000,0.833,0.167
"user",2,1,0.667,0.333,0.625,0.375
"supercouple",1,0,1.000,0.000,0.750,0.250
"contestants",2,1,0.667,0.333,0.625,0.375
"fundamentalist",1,1,0.500,0.500,0.500,0.500
"writers",1,0,1.000,0.000,0.750,0.250
"bonked",1,0,1.000,0.000,0.750,0.250
"grieving",1,0,1.000,0.000,0.750,0.250
"father's",1,0,1.000,0.000,0.750,0.250
"spooning",1,0,1.000,0.000,0.750,0.250
"involved",1,5,0.167,0.833,0.214,0.786
"weapons",1,15,0.062,0.938,0.088,0.912
"pirate",1,7,0.125,0.875,0.167,0.833
"inked",1,0,1.000,0.000,0.750,0.250
"cared",3,0,1.000,0.000,0.875,0.125
"specialty",1,0,1.000,0.000,0.750,0.250
"giraffe",1,0,1.000,0.000,0.750,0.250
"tacky",1,0,1.000,0.000,0.750,0.250
"toasted",2,0,1.000,0.000,0.833,0.167
"chile",1,18,0.053,0.947,0.075,0.925
"punny",2,0,1.000,0.000,0.833,0.167
"meanings",1,0,1.000,0.000,0.750,0.250
"defense",2,15,0.118,0.882,0.139,0.861
"incident",1,8,0.111,0.889,0.150,0.850
"becky",1,0,1.000,0.000,0.750,0.250
"paramore",1,0,1.000,0.000,0.750,0.250
"remembering",1,2,0.333,0.667,0.375,0.625
"jenkem",1,0,1.000,0.000,0.750,0.250
"fountain",1,1,0.500,0.500,0.500,0.500
"sneaker-lovers",1,0,1.000,0.000,0.750,0.250
"communicate",1,0,1.000,0.000,0.750,0.250
"female-led",1,0,1.000,0.000,0.750,0.250
"unsettling",1,0,1.000,0.000,0.750,0.250
"triwizard",1,0,1.000,0.000,0.750,0.250
"tournament",1,11,0.083,0.917,0.115,0.885
"$2.99",1,0,1.000,0.000,0.750,0.250
"testicles",2,0,1.000,0.000,0.833,0.167
"photographed",1,1,0.500,0.500,0.500,0.500
"placenta",1,0,1.000,0.000,0.750,0.250
"spicy",2,0,1.000,0.000,0.833,0.167
"solution",1,2,0.333,0.667,0.375,0.625
"life-altering",1,0,1.000,0.000,0.750,0.250
"silverman",1,0,1.000,0.000,0.750,0.250
"abusive",1,1,0.500,0.500,0.500,0.500
"non-welsh",1,0,1.000,0.000,0.750,0.250
"definition",1,0,1.000,0.000,0.750,0.250
"imgur",1,0,1.000,0.000,0.750,0.250
"aquarium",1,0,1.000,0.000,0.750,0.250
"mash",2,0,1.000,0.000,0.833,0.167
"subject",1,2,0.333,0.667,0.375,0.625
"binge",1,1,0.500,0.500,0.500,0.500
"after-christmas",1,0,1.000,0.000,0.750,0.250
"riggins",1,0,1.000,0.000,0.750,0.250
"constellations",1,0,1.000,0.000,0.750,0.250
"spree",1,3,0.250,0.750,0.300,0.700
"reminder:",3,0,1.000,0.000,0.875,0.125
"randomly",1,0,1.000,0.000,0.750,0.250
"faced",1,0,1.000,0.000,0.750,0.250
"bro",1,0,1.000,0.000,0.750,0.250
"pluck",1,0,1.000,0.000,0.750,0.250
"assistant",1,0,1.000,0.000,0.750,0.250
"discarded",1,0,1.000,0.000,0.750,0.250
"blush",1,0,1.000,0.000,0.750,0.250
"3.0",1,1,0.500,0.500,0.500,0.500
"solitaire",1,0,1.000,0.000,0.750,0.250
"drives",1,4,0.200,0.800,0.250,0.750
"meloni's",1,0,1.000,0.000,0.750,0.250
"doughnut",1,1,0.500,0.500,0.500,0.500
"lena",2,0,1.000,0.000,0.833,0.167
"headey",1,0,1.000,0.000,0.750,0.250
"quinta's",1,0,1.000,0.000,0.750,0.250
"bolognaise",1,0,1.000,0.000,0.750,0.250
"eye-popping",1,0,1.000,0.000,0.750,0.250
"mermaids",2,0,1.000,0.000,0.833,0.167
"builders",1,2,0.333,0.667,0.375,0.625
"flay",1,0,1.000,0.000,0.750,0.250
"emetophobia",1,0,1.000,0.000,0.750,0.250
"goodness",1,0,1.000,0.000,0.750,0.250
"rinks",1,0,1.000,0.000,0.750,0.250
"havoc",1,3,0.250,0.750,0.300,0.700
"wreaked",1,0,1.000,0.000,0.750,0.250
"encase",1,0,1.000,0.000,0.750,0.250
"gelatin",1,0,1.000,0.000,0.750,0.250
"hoped",1,2,0.333,0.667,0.375,0.625
"hamburger",1,0,1.000,0.000,0.750,0.250
"parmesan",1,0,1.000,0.000,0.750,0.250
"baked",1,0,1.000,0.000,0.750,0.250
"penne",1,0,1.000,0.000,0.750,0.250
"patronus",2,0,1.000,0.000,0.833,0.167
"miracles",1,0,1.000,0.000,0.750,0.250
"keys",1,0,1.000,0.000,0.750,0.250
"stylist",1,0,1.000,0.000,0.750,0.250
"weisz",1,0,1.000,0.000,0.750,0.250
"brands",2,2,0.500,0.500,0.500,0.500
"loan",1,6,0.143,0.857,0.187,0.813
"whales",1,3,0.250,0.750,0.300,0.700
"paddleboarded",1,0,1.000,0.000,0.750,0.250
"kirk's",1,0,1.000,0.000,0.750,0.250
"#netflixphshows",1,0,1.000,0.000,0.750,0.250
"hufflepuff",1,0,1.000,0.000,0.750,0.250
"ravenclaw",1,0,1.000,0.000,0.750,0.250
"travelling",1,1,0.500,0.500,0.500,0.500
"highlight",1,2,0.333,0.667,0.375,0.625
"nobody's",1,0,1.000,0.000,0.750,0.250
"farmer",1,2,0.333,0.667,0.375,0.625
"harvest",1,2,0.333,0.667,0.375,0.625
"crops",1,1,0.500,0.500,0.500,0.500
"banded",1,0,1.000,0.000,0.750,0.250
"winslet",2,0,1.000,0.000,0.833,0.167
"criticised",1,2,0.333,0.667,0.375,0.625
"publicly",2,0,1.000,0.000,0.833,0.167
"inequality",2,0,1.000,0.000,0.833,0.167
"snowman?",1,0,1.000,0.000,0.750,0.250
"farrah",1,0,1.000,0.000,0.750,0.250
"abraham",1,0,1.000,0.000,0.750,0.250
"guerrero",1,0,1.000,0.000,0.750,0.250
"heat",2,6,0.250,0.750,0.278,0.722
"hilton",1,1,0.500,0.500,0.500,0.500
"clarke's",1,0,1.000,0.000,0.750,0.250
"li",1,1,0.500,0.500,0.500,0.500
"shang",1,0,1.000,0.000,0.750,0.250
"holder",1,3,0.250,0.750,0.300,0.700
"catching",1,0,1.000,0.000,0.750,0.250
"paws",1,0,1.000,0.000,0.750,0.250
"hooked",1,0,1.000,0.000,0.750,0.250
"detector",1,0,1.000,0.000,0.750,0.250
"nas",1,0,1.000,0.000,0.750,0.250
"w.e.b.",1,0,1.000,0.000,0.750,0.250
"du",1,0,1.000,0.000,0.750,0.250
"bois",1,0,1.000,0.000,0.750,0.250
"harvard",1,2,0.333,0.667,0.375,0.625
"yourself...",1,0,1.000,0.000,0.750,0.250
"wentz's",1,0,1.000,0.000,0.750,0.250
"editors",1,3,0.250,0.750,0.300,0.700
"princes",2,0,1.000,0.000,0.833,0.167
"minnesota",1,10,0.091,0.909,0.125,0.875
"overrated",1,0,1.000,0.000,0.750,0.250
"exclamation",1,0,1.000,0.000,0.750,0.250
"points",1,10,0.091,0.909,0.125,0.875
"90210",1,0,1.000,0.000,0.750,0.250
"outrageosly",1,0,1.000,0.000,0.750,0.250
"combinations",2,0,1.000,0.000,0.833,0.167
"christmas:",1,0,1.000,0.000,0.750,0.250
"hashtags",1,0,1.000,0.000,0.750,0.250
"seriously?",1,0,1.000,0.000,0.750,0.250
"montreal",1,7,0.125,0.875,0.167,0.833
"flush",1,0,1.000,0.000,0.750,0.250
"snapchatted",1,0,1.000,0.000,0.750,0.250
"cuties",2,0,1.000,0.000,0.833,0.167
"labelled",1,0,1.000,0.000,0.750,0.250
"rugs",1,0,1.000,0.000,0.750,0.250
"scruffy",1,0,1.000,0.000,0.750,0.250
"uta",1,0,1.000,0.000,0.750,0.250
"prince-sama",1,0,1.000,0.000,0.750,0.250
"bogus",1,0,1.000,0.000,0.750,0.250
"destiny's",1,0,1.000,0.000,0.750,0.250
